,1995-2011,ticker,company,1996-2012,ticker,company,1997-2013,ticker,company,1998-2014,ticker,company,1999-2015,ticker,company,2000-2016,ticker,company,2001-2017,ticker,company,2002-2018,ticker,company
261,-26.19%,MU,Micron Technology,318.68%,ITW,Illinois Tool Works,322.76%,MYL,Mylan N.V.,336.00%,GIS,General Mills,343.66%,CI,CIGNA Corp.,269.58%,PH,Parker-Hannifin,-71.31%,JNPR,Juniper Networks,241.95%,GIS,General Mills
262,-28.00%,GNW,Genworth Financial,318.34%,REGN,Regeneron,321.44%,DTE,DTE Energy,335.82%,NSC,Norfolk Southern Corp.,343.28%,MYL,Mylan N.V.,266.98%,AWK,American Water Works Company Inc,-75.10%,AES,AES Corp,240.18%,K,Kellogg Co.
263,-31.93%,THC,Tenet Healthcare,318.05%,HRS,Harris Corporation,320.14%,SWK,Stanley Black & Decker,334.54%,DE,Deere & Co.,340.64%,DISCA,Discovery Communications,261.50%,INCY,Incyte,-79.12%,GNW,Genworth Financial,239.51%,CCL,Carnival Corp.
264,-32.98%,DFS,Discover Financial Services,313.83%,LM,Legg Mason,316.90%,GPS,Gap Inc.,333.33%,IBM,International Business Machines,338.67%,JEC,Jacobs Engineering Group,260.77%,BRK.B,Berkshire Hathaway,-83.21%,C,Citigroup Inc.,239.45%,LEN,Lennar Corp.
265,-34.56%,AMD,Advanced Micro Devices,313.83%,SWK,Stanley Black & Decker,314.90%,DISCA,Discovery Communications,332.15%,HOLX,Hologic,337.96%,MET,MetLife Inc.,260.47%,IRM,Iron Mountain Incorporated,nan%,TEG,Integrys Energy Group Inc.,238.99%,PSX,Phillips 66
266,-48.13%,AAL,American Airlines Group,312.78%,KLAC,KLA-Tencor Corp.,310.38%,ALK,Alaska Air Group Inc,330.73%,GPC,Genuine Parts,336.35%,LUV,Southwest Airlines,258.03%,ZBH,Zimmer Biomet Holdings,55724.85%,MNST,Monster Beverage,236.80%,AJG,Arthur J. Gallagher & Co.
267,-49.92%,S,Sprint Nextel Corp.,311.12%,DOV,Dover Corp.,308.07%,PKI,PerkinElmer,329.97%,CBG,CBRE Group,335.88%,DTE,DTE Energy,256.63%,CVX,Chevron Corp.,3109.60%,HOLX,Hologic,235.94%,QCOM,QUALCOMM Inc.
268,-55.46%,GT,Goodyear Tire & Rubber,308.71%,TMK,Torchmark Corp.,307.82%,ABT,Abbott Laboratories,325.31%,MET,MetLife Inc.,335.84%,COL,Rockwell Collins,255.99%,WBA,Walgreens Boots Alliance,nan%,APOL,Apollo Group Inc.,233.84%,CLF,Cliffs Natural Resources
269,-64.40%,ODP,Office Depot Inc.,306.26%,MCO,Moody's Corp,307.19%,ADI,"Analog Devices, Inc.",324.18%,AXP,American Express Co,334.09%,KIM,Kimco Realty,255.72%,FOSL,Fossil Group,11867.64%,AAPL,Apple Inc.,228.84%,GS,Goldman Sachs Group
270,-67.59%,AKAM,Akamai Technologies Inc,305.61%,NUE,Nucor Corp.,305.53%,ITW,Illinois Tool Works,323.79%,PEG,Public Serv. Enterprise Inc.,333.50%,ULTA,Ulta Salon Cosmetics & Fragrance Inc,247.71%,LEG,Leggett & Platt,3100.68%,GILD,Gilead Sciences,227.31%,ABBV,AbbVie Inc.
271,-79.48%,LVLT,Level 3 Communications,305.48%,INTC,Intel Corp.,305.05%,CI,CIGNA Corp.,322.54%,WHR,Whirlpool Corp.,329.96%,GIS,General Mills,247.56%,MCHP,Microchip Technology,2733.33%,AZO,AutoZone Inc,226.49%,PM,Philip Morris International
272,-79.89%,AIG,"American International Group, Inc.",299.08%,MAR,Marriott Int'l.,303.33%,BRK.B,Berkshire Hathaway,322.24%,DTE,DTE Energy,327.83%,RSG,Republic Services Inc,247.33%,AMP,Ameriprise Financial,2723.80%,FFIV,F5 Networks,226.48%,FLR,Fluor Corp.
273,-94.82%,SUN,Sunoco Inc.,296.21%,XEC,Cimarex Energy,301.99%,NKE,Nike,320.80%,PWR,Quanta Services Inc.,326.07%,PEG,Public Serv. Enterprise Inc.,246.31%,USB,U.S. Bancorp,2057.12%,EW,Edwards Lifesciences,225.82%,VMC,Vulcan Materials
274,nan%,KG,King Pharmaceuticals Inc.,290.59%,ACN,Accenture plc,301.96%,DO,Diamond Offshore Drilling,319.93%,VNO,Vornado Realty Trust,325.81%,SYY,Sysco Corp.,245.89%,PHM,Pulte Homes Inc.,2008.22%,IDXX,IDEXX Laboratories,222.60%,AMAT,Applied Materials Inc
275,1831.39%,TSCO,Tractor Supply Company,290.02%,GPC,Genuine Parts,301.06%,JNJ,Johnson & Johnson,319.00%,PHM,Pulte Homes Inc.,322.76%,AMP,Ameriprise Financial,245.65%,MAT,Mattel Inc.,1821.75%,GPN,Global Payments Inc,220.63%,AEE,Ameren Corp
276,1703.49%,COO,The Cooper Companies,290.01%,CAH,Cardinal Health,298.07%,GIS,General Mills,317.55%,REG,Regency Centers Corporation,321.50%,DISCK,Discovery Communications,243.92%,EIX,Edison Int'l,1699.47%,ANDV,Andeavor,218.69%,TXT,Textron Inc.
277,1602.02%,TWX,Time Warner Inc.,289.75%,NSC,Norfolk Southern Corp.,296.01%,HRB,Block H&R,313.88%,CHK,Chesapeake Energy,320.50%,IT,Gartner Inc,243.74%,PNC,PNC Financial Services,1409.32%,SPG,Simon Property Group Inc,218.35%,CMS,CMS Energy
278,1549.04%,OXY,Occidental Petroleum,285.72%,CSX,CSX Corp.,295.13%,MCK,McKesson Corp.,303.62%,URI,"United Rentals, Inc.",320.17%,EL,Estee Lauder Cos.,241.26%,DISCA,Discovery Communications,1392.39%,AME,AMETEK Inc,217.96%,XOM,Exxon Mobil Corp.
279,1502.70%,ESS,"Essex Property Trust, Inc.",283.43%,DF,Dean Foods,291.32%,ADP,Automatic Data Processing,303.45%,GGP,General Growth Properties Inc.,318.84%,BDX,Becton Dickinson,239.56%,AMT,American Tower Corp A,1345.62%,MO,Altria Group Inc,216.57%,CNP,CenterPoint Energy
280,1412.84%,UHS,"Universal Health Services, Inc.",282.20%,HES,Hess Corporation,289.80%,KIM,Kimco Realty,303.17%,HRB,Block H&R,317.02%,LUK,Leucadia National Corp.,239.37%,KMB,Kimberly-Clark,1200.03%,TJX,TJX Companies Inc.,215.39%,AVY,Avery Dennison Corp
281,1311.70%,CHD,Church & Dwight,281.54%,CTL,CenturyLink Inc,288.99%,PPG,PPG Industries,302.05%,JNJ,Johnson & Johnson,316.63%,WFC,Wells Fargo,238.53%,SLB,Schlumberger Ltd.,1154.34%,ALK,Alaska Air Group Inc,214.31%,EXC,Exelon Corp.
282,1289.96%,USB,U.S. Bancorp,277.04%,NTRS,Northern Trust Corp.,286.45%,CSX,CSX Corp.,301.63%,KLAC,KLA-Tencor Corp.,314.15%,FDX,FedEx Corporation,236.79%,AFL,AFLAC Inc,1085.16%,ADSK,Autodesk Inc,211.57%,SLB,Schlumberger Ltd.
283,1269.49%,CMI,Cummins Inc.,276.94%,EIX,Edison Int'l,285.39%,LRCX,Lam Research,301.11%,EXC,Exelon Corp.,308.74%,TMK,Torchmark Corp.,235.62%,CAG,Conagra Brands,1016.25%,ROK,Rockwell Automation Inc.,209.14%,TEL,TE Connectivity Ltd.
284,1234.36%,FAST,Fastenal Co,275.20%,FCX,Freeport-McMoRan Inc.,284.79%,NE,Noble Corp,296.34%,PRU,Prudential Financial,308.41%,CL,Colgate-Palmolive,231.99%,WHR,Whirlpool Corp.,1002.24%,PRGO,Perrigo,208.04%,SCG,SCANA Corp
285,1205.86%,O,Realty Income Corporation,272.53%,ADSK,Autodesk Inc,283.64%,UAA,Under Armour,294.24%,LYB,LyondellBasell,304.14%,CVS,CVS Health,228.91%,JNJ,Johnson & Johnson,996.44%,LMT,Lockheed Martin Corp.,206.71%,LUK,Leucadia National Corp.
286,1147.23%,ABC,AmerisourceBergen Corp,272.31%,EFX,Equifax Inc.,281.06%,EFX,Equifax Inc.,294.14%,ADP,Automatic Data Processing,303.58%,PLD,Prologis,228.13%,R,Ryder Systems Inc.,985.89%,VLO,Valero Energy,204.18%,KO,Coca-Cola Company
287,1127.76%,TGT,Target Corp.,271.76%,LH,Laboratory Corp. of America Holding,278.81%,TRV,The Travelers Companies Inc.,292.82%,SNA,Snap-On Inc.,301.19%,LYB,LyondellBasell,227.24%,EA,Electronic Arts,960.15%,PCAR,PACCAR Inc.,202.15%,XYL,Xylem Inc.
288,1054.81%,OKE,ONEOK,268.89%,HAL,Halliburton Co.,277.94%,IGT,International Game Technology,290.74%,CHTR,Charter Communications,298.88%,PRU,Prudential Financial,226.27%,AIV,Apartment Investment & Management,932.24%,REGN,Regeneron,202.11%,L,Loews Corp.
289,1015.30%,BEN,Franklin Resources,268.60%,MMM,3M Company,277.33%,GPC,Genuine Parts,289.81%,KIM,Kimco Realty,298.88%,FOXA,Twenty-First Century Fox Class A,223.57%,BAX,Baxter International Inc.,923.53%,LSI,LSI Corporation,200.36%,HPQ,HP Inc.
290,997.09%,KSS,Kohl's,264.12%,DTE,DTE Energy,275.58%,RCL,Royal Caribbean Cruises Ltd,289.39%,APD,Air Products & Chemicals Inc,292.81%,PKI,PerkinElmer,220.83%,APC,Anadarko Petroleum Corp,904.25%,HRL,Hormel Foods Corp.,197.88%,SNPS,Synopsys Inc.
291,980.21%,ALB,Albemarle Corp,262.54%,MCK,McKesson Corp.,272.21%,XEC,Cimarex Energy,289.12%,BAX,Baxter International Inc.,292.56%,ZBH,Zimmer Biomet Holdings,219.99%,DG,Dollar General,877.47%,PXD,Pioneer Natural Resources,196.54%,SEE,Sealed Air
292,979.83%,DNB,Dun & Bradstreet,261.67%,ADBE,Adobe Systems Inc,269.50%,HUM,Humana Inc.,288.36%,ETR,Entergy Corp.,291.22%,INCY,Incyte,217.33%,MDLZ,Mondelez International,856.35%,MON,Monsanto Co.,193.40%,BMS,Bemis Company
293,974.34%,BBY,Best Buy Co. Inc.,261.40%,BAX,Baxter International Inc.,267.70%,LNT,Alliant Energy Corp,287.88%,KSU,Kansas City Southern,287.91%,DIS,The Walt Disney Company,217.21%,PKI,PerkinElmer,839.56%,SNA,Snap-On Inc.,190.53%,WY,Weyerhaeuser Corp.
294,937.35%,DE,Deere & Co.,260.17%,CCL,Carnival Corp.,265.62%,DISCK,Discovery Communications,285.43%,MAR,Marriott Int'l.,284.96%,SCG,SCANA Corp,216.93%,CTAS,Cintas Corporation,808.39%,BWA,BorgWarner,189.75%,AIV,Apartment Investment & Management
295,908.48%,CAT,Caterpillar Inc.,257.14%,SWKS,Skyworks Solutions,263.87%,PWR,Quanta Services Inc.,285.19%,BRK.B,Berkshire Hathaway,281.35%,IGT,International Game Technology,215.94%,VMC,Vulcan Materials,806.82%,VFC,V.F. Corp.,189.68%,WLTW,Willis Towers Watson
296,878.13%,JEC,Jacobs Engineering Group,256.51%,MDT,Medtronic plc,261.76%,SCHW,Charles Schwab Corporation,283.42%,FOX,Twenty-First Century Fox Class B,280.07%,AXP,American Express Co,215.25%,DISCK,Discovery Communications,785.43%,FTI,TechnipFMC,187.24%,NTAP,NetApp
297,841.16%,IBM,International Business Machines,254.63%,HOLX,Hologic,261.39%,MAR,Marriott Int'l.,283.35%,TMK,Torchmark Corp.,278.74%,NTAP,NetApp,214.31%,AEE,Ameren Corp,764.50%,ULTA,Ulta Salon Cosmetics & Fragrance Inc,184.79%,CBS,CBS Corp.
298,826.62%,MSFT,Microsoft Corp.,250.16%,PEP,PepsiCo Inc.,261.32%,NTRS,Northern Trust Corp.,283.06%,ABT,Abbott Laboratories,276.51%,IVZ,Invesco Ltd.,214.12%,APA,Apache Corporation,761.99%,SRCL,Stericycle Inc,183.85%,DRE,Duke Realty Corp
299,816.92%,PDCO,Patterson Companies,247.43%,AMT,American Tower Corp A,260.36%,SCG,SCANA Corp,282.37%,FII,Federated Investors,271.76%,GME,GameStop,210.79%,MPC,Marathon Petroleum,728.25%,UDR,UDR Inc,183.16%,DAL,Delta Air Lines
300,766.50%,BDX,Becton Dickinson,246.40%,LNT,Alliant Energy Corp,260.28%,PG,Procter & Gamble,281.57%,ARE,Alexandria Real Estate Equities Inc,271.66%,BMS,Bemis Company,210.56%,TRIP,TripAdvisor,723.70%,EOG,EOG Resources,177.98%,DUK,Duke Energy
301,763.54%,MTB,M&T Bank Corp.,244.62%,EMR,Emerson Electric Company,258.66%,VMC,Vulcan Materials,280.90%,ALK,Alaska Air Group Inc,269.36%,MHK,Mohawk Industries,209.34%,AON,Aon plc,700.61%,URI,"United Rentals, Inc.",176.05%,SUN,Sunoco Inc.
302,752.68%,CF,CF Industries Holdings Inc,244.62%,CCI,Crown Castle International Corp.,255.44%,EIX,Edison Int'l,280.09%,EMR,Emerson Electric Company,269.11%,SUN,Sunoco Inc.,209.31%,SYY,Sysco Corp.,695.47%,GRMN,Garmin Ltd.,175.43%,FOX,Twenty-First Century Fox Class B
303,733.47%,DRI,Darden Restaurants,243.42%,PNW,Pinnacle West Capital,255.41%,KMX,Carmax Inc,278.99%,BA,Boeing Company,265.95%,M,Macy's Inc.,208.06%,SYMC,Symantec Corp.,694.96%,ALXN,Alexion Pharmaceuticals,174.41%,FSLR,First Solar
304,724.81%,LM,Legg Mason,241.52%,WDC,Western Digital,249.98%,PEP,PepsiCo Inc.,277.38%,ITW,Illinois Tool Works,265.83%,XOM,Exxon Mobil Corp.,206.04%,PAYX,Paychex Inc.,674.44%,SYMC,Symantec Corp.,170.77%,ADI,"Analog Devices, Inc."
305,712.59%,FLS,Flowserve Corporation,241.24%,L,Loews Corp.,248.02%,SNA,Snap-On Inc.,277.34%,EFX,Equifax Inc.,265.76%,JNJ,Johnson & Johnson,202.05%,HST,Host Hotels & Resorts,666.38%,JWN,Nordstrom,167.78%,SAIC,SAIC
306,704.31%,NTRS,Northern Trust Corp.,239.63%,SCG,SCANA Corp,247.47%,STT,State Street Corp.,275.63%,USB,U.S. Bancorp,264.89%,KMB,Kimberly-Clark,193.41%,FE,FirstEnergy Corp,631.71%,PBCT,People's United Financial,163.38%,WBA,Walgreens Boots Alliance
307,692.47%,UNP,Union Pacific,239.49%,BMS,Bemis Company,243.65%,APD,Air Products & Chemicals Inc,275.51%,COL,Rockwell Collins,263.04%,FBHS,Fortune Brands Home & Security,188.35%,EXC,Exelon Corp.,623.00%,BF.B,Brown-Forman Corp.,160.46%,VZ,Verizon Communications
308,687.76%,SYMC,Symantec Corp.,239.05%,FE,FirstEnergy Corp,243.18%,CCE,Coca-Cola Enterprises,271.28%,PBCT,People's United Financial,262.41%,AFL,AFLAC Inc,187.26%,CCI,Crown Castle International Corp.,598.67%,RTN,Raytheon Co.,160.01%,BBY,Best Buy Co. Inc.
309,684.45%,HCP,HCP Inc.,235.79%,SRE,Sempra Energy,242.80%,DOV,Dover Corp.,264.49%,PGR,Progressive Corp.,260.25%,ADP,Automatic Data Processing,183.74%,CL,Colgate-Palmolive,595.51%,FMC,FMC Corporation,156.33%,DISCA,Discovery Communications
310,667.44%,CRM,Salesforce.com,233.85%,GPS,Gap Inc.,240.94%,MSFT,Microsoft Corp.,263.43%,DVN,Devon Energy,258.82%,EIX,Edison Int'l,183.37%,XOM,Exxon Mobil Corp.,588.49%,RMD,ResMed,155.75%,RHI,Robert Half International
311,647.07%,STT,State Street Corp.,233.49%,WMB,Williams Cos.,239.76%,AIV,Apartment Investment & Management,262.47%,FBHS,Fortune Brands Home & Security,257.48%,TAP,Molson Coors Brewing Company,182.44%,VRSK,Verisk Analytics,586.58%,MCHP,Microchip Technology,153.30%,CSCO,Cisco Systems
312,636.91%,MKC,McCormick & Co.,232.88%,DUK,Duke Energy,238.93%,CINF,Cincinnati Financial,262.20%,MTB,M&T Bank Corp.,255.57%,MTB,M&T Bank Corp.,182.13%,PFG,Principal Financial Group,544.98%,R,Ryder Systems Inc.,153.02%,MYL,Mylan N.V.
313,586.95%,HRS,Harris Corporation,232.74%,MMC,Marsh & McLennan,235.48%,DVN,Devon Energy,260.64%,AMP,Ameriprise Financial,251.04%,AMT,American Tower Corp A,177.93%,DRE,Duke Realty Corp,527.39%,VNO,Vornado Realty Trust,152.65%,MRO,Marathon Oil Corp.
314,583.47%,UNH,United Health Group Inc.,228.95%,HUM,Humana Inc.,235.31%,FE,FirstEnergy Corp,259.01%,KSS,Kohl's,250.84%,APTV,Aptiv Plc,177.70%,BBBY,Bed Bath & Beyond,525.34%,PH,Parker-Hannifin,150.85%,CPB,Campbell Soup
315,582.92%,RIG,Transocean,228.88%,BRK.B,Berkshire Hathaway,233.91%,DUK,Duke Energy,257.56%,HAS,Hasbro Inc.,249.87%,NE,Noble Corp,177.06%,ADP,Automatic Data Processing,523.55%,SLG,SL Green Realty,147.78%,HES,Hess Corporation
316,582.09%,FCX,Freeport-McMoRan Inc.,228.76%,ANTM,Anthem Inc.,233.20%,ULTA,Ulta Salon Cosmetics & Fragrance Inc,255.19%,IGT,International Game Technology,249.87%,ESV,Ensco plc,173.76%,FB,"Facebook, Inc.",478.44%,ITW,Illinois Tool Works,147.61%,PKI,PerkinElmer
317,554.92%,MHK,Mohawk Industries,228.56%,BBT,BB&T Corporation,232.64%,PNW,Pinnacle West Capital,254.56%,LNT,Alliant Energy Corp,249.78%,MCD,McDonald's Corp.,172.46%,SWKS,Skyworks Solutions,464.29%,SYK,Stryker Corp.,147.12%,IGT,International Game Technology
318,554.00%,HAL,Halliburton Co.,227.05%,IDXX,IDEXX Laboratories,232.02%,EMR,Emerson Electric Company,254.12%,DOV,Dover Corp.,249.77%,AON,Aon plc,166.73%,FSLR,First Solar,462.99%,WHR,Whirlpool Corp.,146.96%,SIG,Signet Jewelers
319,530.44%,GWW,Grainger (W.W.) Inc.,226.53%,RDC,Rowan Companies Plc,229.83%,HES,Hess Corporation,252.86%,DNR,Denbury Resources,246.52%,FOX,Twenty-First Century Fox Class B,166.41%,RCL,Royal Caribbean Cruises Ltd,462.29%,SWK,Stanley Black & Decker,145.74%,Q,Qwest Communications
320,530.18%,EXC,Exelon Corp.,224.89%,TRV,The Travelers Companies Inc.,229.61%,FOXA,Twenty-First Century Fox Class A,252.64%,WFC,Wells Fargo,246.40%,BBY,Best Buy Co. Inc.,164.72%,MRO,Marathon Oil Corp.,449.32%,MCD,McDonald's Corp.,142.64%,PWR,Quanta Services Inc.
321,527.47%,CLX,The Clorox Company,221.22%,LEG,Leggett & Platt,228.86%,MMM,3M Company,248.82%,MLM,Martin Marietta Materials,245.09%,TGT,Target Corp.,164.31%,MDT,Medtronic plc,448.02%,RJF,Raymond James Financial Inc.,140.33%,ZTS,Zoetis
322,524.63%,CCL,Carnival Corp.,220.40%,PFE,Pfizer Inc.,228.50%,PLD,Prologis,247.97%,SLB,Schlumberger Ltd.,243.31%,CCI,Crown Castle International Corp.,161.71%,DF,Dean Foods,447.33%,IRM,Iron Mountain Incorporated,137.74%,BBT,BB&T Corporation
323,521.61%,JNJ,Johnson & Johnson,215.27%,NBR,Nabors Industries,226.42%,FCX,Freeport-McMoRan Inc.,247.52%,CLX,The Clorox Company,242.66%,CMCSA,Comcast Corp.,161.67%,WYN,Wyndham Worldwide,433.52%,LLL,L-3 Communications Holdings,137.32%,GME,GameStop
324,519.28%,AXP,American Express Co,211.86%,AON,Aon plc,226.26%,STX,Seagate Technology,246.28%,KMB,Kimberly-Clark,242.63%,HD,Home Depot,161.44%,HON,Honeywell Int'l Inc.,431.93%,SO,Southern Co.,134.69%,STT,State Street Corp.
325,515.17%,SYY,Sysco Corp.,211.08%,HON,Honeywell Int'l Inc.,225.62%,WHR,Whirlpool Corp.,245.02%,AVGO,Broadcom,242.18%,HOG,Harley-Davidson,161.32%,PSX,Phillips 66,426.02%,FDX,FedEx Corporation,134.68%,XLNX,Xilinx Inc
326,514.06%,WMT,Wal-Mart Stores,210.16%,BMY,Bristol-Myers Squibb,225.34%,CBG,CBRE Group,240.85%,TRV,The Travelers Companies Inc.,241.29%,OMC,Omnicom Group,160.61%,HD,Home Depot,395.23%,COST,Costco Wholesale Corp.,134.57%,MMC,Marsh & McLennan
327,507.50%,HOG,Harley-Davidson,207.50%,PNC,PNC Financial Services,223.39%,HOLX,Hologic,238.61%,ALGN,Align Technology,239.35%,LEG,Leggett & Platt,160.43%,EMR,Emerson Electric Company,394.42%,EXPD,Expeditors International,134.32%,WMB,Williams Cos.
328,499.08%,PPL,PPL Corp.,207.13%,ICE,Intercontinental Exchange,222.83%,WMB,Williams Cos.,238.14%,HON,Honeywell Int'l Inc.,239.01%,PNW,Pinnacle West Capital,159.20%,LUK,Leucadia National Corp.,382.85%,NDAQ,"Nasdaq, Inc.",133.12%,DISCK,Discovery Communications
329,491.96%,GOOG,Alphabet Inc Class C,204.42%,GRA,W.R. Grace,222.31%,RHI,Robert Half International,237.46%,MCK,McKesson Corp.,235.11%,EA,Electronic Arts,150.31%,DAL,Delta Air Lines,376.28%,CVX,Chevron Corp.,132.77%,MOS,The Mosaic Company
330,474.89%,PG,Procter & Gamble,203.78%,EA,Electronic Arts,219.19%,LM,Legg Mason,236.25%,HBI,Hanesbrands Inc,234.70%,AIV,Apartment Investment & Management,149.26%,TGT,Target Corp.,369.91%,GGP,General Growth Properties Inc.,131.34%,BMY,Bristol-Myers Squibb
331,456.04%,FLR,Fluor Corp.,201.31%,HAS,Hasbro Inc.,215.44%,ICE,Intercontinental Exchange,235.67%,SCHW,Charles Schwab Corporation,234.63%,IFF,Intl Flavors & Fragrances,148.67%,PM,Philip Morris International,365.30%,DIS,The Walt Disney Company,130.69%,MGM,MGM Resorts International
332,452.01%,EMR,Emerson Electric Company,197.07%,R,Ryder Systems Inc.,214.49%,KLAC,KLA-Tencor Corp.,235.50%,KORS,Michael Kors Holdings,233.76%,PHM,Pulte Homes Inc.,144.06%,BIG,Big Lots Inc.,362.87%,AIZ,Assurant Inc,130.37%,DVN,Devon Energy
333,439.71%,HSY,The Hershey Company,195.25%,VMC,Vulcan Materials,212.70%,PCG,PG&E Corp.,227.30%,ULTA,Ulta Salon Cosmetics & Fragrance Inc,233.03%,NDAQ,"Nasdaq, Inc.",143.44%,NFX,Newfield Exploration Co,348.92%,MCK,McKesson Corp.,130.33%,MMI,Motorola Mobility
334,439.69%,HSIC,Henry Schein,191.92%,RCL,Royal Caribbean Cruises Ltd,210.00%,FIS,Fidelity National Information Services,226.93%,SHLD,Sears Holding Corporation,231.43%,XLNX,Xilinx Inc,143.37%,CCK,Crown Holdings,344.41%,INCY,Incyte,130.31%,WMT,Wal-Mart Stores
335,438.33%,EL,Estee Lauder Cos.,191.28%,AGN,"Allergan, Inc",209.09%,CCL,Carnival Corp.,225.56%,SCG,SCANA Corp,231.32%,ALGN,Align Technology,142.21%,BBT,BB&T Corporation,343.34%,ADBE,Adobe Systems Inc,129.26%,IP,International Paper
336,411.70%,D,Dominion Energy,191.14%,PPG,PPG Industries,208.07%,ANTM,Anthem Inc.,223.38%,CAH,Cardinal Health,230.67%,HAL,Halliburton Co.,139.67%,NWL,Newell Brands,335.97%,HBI,Hanesbrands Inc,129.15%,MUR,Murphy Oil
337,403.28%,CSX,CSX Corp.,188.63%,PKG,Packaging Corporation of America,205.56%,V,Visa Inc.,222.79%,NOC,Northrop Grumman Corp.,227.87%,PEP,PepsiCo Inc.,136.95%,CNP,CenterPoint Energy,334.27%,AMG,Affiliated Managers Group Inc,128.54%,CMA,Comerica Inc.
338,394.28%,MA,Mastercard Inc.,188.57%,KMX,Carmax Inc,205.34%,MMC,Marsh & McLennan,220.97%,R,Ryder Systems Inc.,227.83%,DPS,Dr Pepper Snapple Group,136.39%,NCLH,Norwegian Cruise Line,321.98%,MSFT,Microsoft Corp.,124.24%,NEM,Newmont Mining Corporation
339,391.12%,AAP,Advance Auto Parts,187.59%,KMB,Kimberly-Clark,203.47%,URI,"United Rentals, Inc.",220.03%,ADM,Archer-Daniels-Midland Co,226.51%,AIZ,Assurant Inc,134.96%,CHK,Chesapeake Energy,315.61%,FOSL,Fossil Group,123.37%,GHC,Graham Holdings
340,381.07%,BBT,BB&T Corporation,187.20%,PWR,Quanta Services Inc.,201.81%,L,Loews Corp.,219.78%,ZBH,Zimmer Biomet Holdings,225.62%,HON,Honeywell Int'l Inc.,125.46%,CBS,CBS Corp.,305.77%,HD,Home Depot,122.11%,FII,Federated Investors
341,375.71%,GIS,General Mills,186.24%,NOC,Northrop Grumman Corp.,201.39%,NSC,Norfolk Southern Corp.,219.59%,PEP,PepsiCo Inc.,224.19%,BAX,Baxter International Inc.,125.21%,DVN,Devon Energy,302.80%,UTX,United Technologies,121.12%,DWDP,DowDuPont
342,367.07%,VRTX,Vertex Pharmaceuticals Inc,185.00%,EXR,Extra Space Storage,200.34%,PXD,Pioneer Natural Resources,217.89%,IVZ,Invesco Ltd.,220.16%,GS,Goldman Sachs Group,124.45%,GS,Goldman Sachs Group,301.41%,WM,Waste Management Inc.,119.55%,NTRS,Northern Trust Corp.
343,364.59%,PVH,PVH Corp.,183.75%,UAA,Under Armour,194.96%,MDT,Medtronic plc,215.95%,L,Loews Corp.,219.47%,BRK.B,Berkshire Hathaway,122.54%,STT,State Street Corp.,285.43%,HON,Honeywell Int'l Inc.,119.22%,OMC,Omnicom Group
344,362.11%,AGN,"Allergan, Inc",182.63%,BIG,Big Lots Inc.,193.09%,AMAT,Applied Materials Inc,214.50%,MSFT,Microsoft Corp.,219.44%,AWK,American Water Works Company Inc,122.43%,AAL,American Airlines Group,280.00%,NBL,Noble Energy Inc,118.32%,T,AT&T Inc
345,357.98%,CMCSA,Comcast Corp.,181.88%,ENDP,Endo International plc,192.06%,VZ,Verizon Communications,211.82%,PLD,Prologis,218.76%,HAS,Hasbro Inc.,122.21%,KO,Coca-Cola Company,275.60%,PFG,Principal Financial Group,116.87%,LNC,Lincoln National
346,356.01%,KSU,Kansas City Southern,181.43%,KR,Kroger Co.,190.26%,COL,Rockwell Collins,211.63%,AIZ,Assurant Inc,218.13%,BHGE,"Baker Hughes, a GE Company",120.39%,BHGE,"Baker Hughes, a GE Company",274.25%,AMP,Ameriprise Financial,113.88%,MSI,Motorola Solutions Inc.
347,351.14%,NUE,Nucor Corp.,181.23%,JCI,Johnson Controls Inc,188.66%,CSCO,Cisco Systems,206.68%,ED,Consolidated Edison,217.07%,MGM,MGM Resorts International,120.01%,DOV,Dover Corp.,272.72%,DISH,Dish Network,113.03%,NCLH,Norwegian Cruise Line
348,339.72%,WMB,Williams Cos.,179.73%,LMT,Lockheed Martin Corp.,187.61%,HAL,Halliburton Co.,206.03%,NRG,NRG Energy,216.57%,DUK,Duke Energy,119.48%,CBOE,CBOE Holdings,271.95%,CLF,Cliffs Natural Resources,112.44%,BSX,Boston Scientific
349,325.59%,LRCX,Lam Research,174.60%,ADM,Archer-Daniels-Midland Co,186.97%,AON,Aon plc,203.32%,STT,State Street Corp.,216.26%,PFG,Principal Financial Group,118.36%,PG,Procter & Gamble,271.29%,PEG,Public Serv. Enterprise Inc.,108.84%,COF,Capital One Financial
350,323.43%,WEC,Wec Energy Group Inc,174.40%,CTAS,Cintas Corporation,185.90%,LMT,Lockheed Martin Corp.,202.95%,WLTW,Willis Towers Watson,215.95%,EXC,Exelon Corp.,118.17%,LRCX,Lam Research,270.63%,KIM,Kimco Realty,102.49%,INTC,Intel Corp.
351,314.26%,LEG,Leggett & Platt,171.90%,NI,NiSource Inc.,185.67%,KMB,Kimberly-Clark,201.75%,TRIP,TripAdvisor,214.80%,DOV,Dover Corp.,117.53%,CNX,Consol Energy,268.26%,USB,U.S. Bancorp,102.16%,TGT,Target Corp.
352,313.03%,MOS,The Mosaic Company,170.84%,JPM,JPMorgan Chase & Co.,184.54%,PFE,Pfizer Inc.,201.07%,DUK,Duke Energy,214.52%,WBA,Walgreens Boots Alliance,117.14%,MMI,Motorola Mobility,263.26%,ZBH,Zimmer Biomet Holdings,99.14%,UAL,United Continental Holdings
