,1995-1998,ticker,company,1996-1999,ticker,company,1997-2000,ticker,company,1998-2001,ticker,company,1999-2002,ticker,company,2000-2003,ticker,company,2001-2004,ticker,company,2002-2005,ticker,company,2003-2006,ticker,company,2004-2007,ticker,company,2005-2008,ticker,company,2006-2009,ticker,company,2007-2010,ticker,company,2008-2011,ticker,company,2009-2012,ticker,company,2010-2013,ticker,company,2011-2014,ticker,company,2012-2015,ticker,company,2013-2016,ticker,company,2014-2017,ticker,company,2015-2018,ticker,company
33,334.56%,SLB,Schlumberger Ltd.,297.48%,CCE,Coca-Cola Enterprises,351.85%,OMC,Omnicom Group,256.72%,TIF,Tiffany & Co.,149.62%,ROP,Roper Technologies,123.94%,GGP,General Growth Properties Inc.,185.03%,SIG,Signet Jewelers,194.06%,AAPL,Apple Inc.,324.45%,MON,Monsanto Co.,230.26%,ADSK,Autodesk Inc,161.65%,ATVI,Activision Blizzard,41.20%,YUM,Yum! Brands Inc,61.14%,DLR,Digital Realty,79.61%,PXD,Pioneer Natural Resources,250.76%,MAC,Macerich,149.36%,ALK,Alaska Air Group Inc,171.20%,MU,Micron Technology,200.85%,UHS,"Universal Health Services, Inc.",167.89%,EXR,Extra Space Storage,53.52%,HAS,Hasbro Inc.,104.50%,ISRG,Intuitive Surgical Inc.
34,330.88%,BK,The Bank of New York Mellon Corp.,294.34%,MHK,Mohawk Industries,347.36%,RCL,Royal Caribbean Cruises Ltd,240.83%,ESRX,Express Scripts,146.21%,TIF,Tiffany & Co.,123.83%,EQT,EQT Corporation,181.31%,BBY,Best Buy Co. Inc.,191.92%,X,United States Steel Corporation,323.27%,CHK,Chesapeake Energy,225.82%,NDAQ,"Nasdaq, Inc.",158.64%,ANSS,ANSYS,40.94%,SHW,Sherwin-Williams,59.75%,ILMN,Illumina Inc,79.03%,SBR,Sabre Holdings,250.61%,CBS,CBS Corp.,146.39%,CMI,Cummins Inc.,168.40%,PKG,Packaging Corporation of America,199.14%,SHW,Sherwin-Williams,167.36%,HUM,Humana Inc.,52.21%,WBA,Walgreens Boots Alliance,102.53%,TXN,Texas Instruments
35,329.49%,MSFT,Microsoft Corp.,291.88%,HD,Home Depot,346.24%,MS,Morgan Stanley,232.86%,NVDA,Nvidia Corporation,143.29%,COO,The Cooper Companies,119.08%,JEC,Jacobs Engineering Group,178.97%,PCAR,PACCAR Inc.,190.94%,AYI,Acuity Brands Inc,322.67%,ANSS,ANSYS,219.05%,NVDA,Nvidia Corporation,158.54%,SRCL,Stericycle Inc,40.89%,ANSS,ANSYS,58.02%,BLK,BlackRock,77.13%,AAP,Advance Auto Parts,244.70%,CMI,Cummins Inc.,143.39%,COO,The Cooper Companies,164.62%,EXR,Extra Space Storage,199.07%,BIIB,Biogen Inc.,166.56%,SEE,Sealed Air,51.83%,TSS,Total System Services,102.39%,SNPS,Synopsys Inc.
36,320.90%,MDT,Medtronic plc,268.92%,BBBY,Bed Bath & Beyond,341.84%,AMGN,Amgen Inc,231.37%,PAYX,Paychex Inc.,142.70%,BBY,Best Buy Co. Inc.,118.65%,AZO,AutoZone Inc,175.80%,BLL,Ball Corp,189.98%,VTR,Ventas Inc,318.40%,ILMN,Illumina Inc,217.35%,DLR,Digital Realty,154.09%,APH,Amphenol Corp,40.86%,CMG,Chipotle Mexican Grill,56.28%,CMG,Chipotle Mexican Grill,73.17%,PVH,PVH Corp.,237.56%,AMZN,Amazon.com Inc,142.96%,M,Macy's Inc.,163.72%,ITT,ITT Corp.,198.35%,EXPE,Expedia Inc.,161.27%,LMT,Lockheed Martin Corp.,51.57%,FRT,Federal Realty Investment Trust,102.02%,BCR,Bard (C.R.) Inc.
37,319.79%,UHS,"Universal Health Services, Inc.",263.57%,PAYX,Paychex Inc.,307.26%,COF,Capital One Financial,220.68%,BBY,Best Buy Co. Inc.,140.77%,FL,Foot Locker Inc,116.77%,O,Realty Income Corporation,175.25%,NEM,Newmont Mining Corporation,188.60%,DHI,D. R. Horton,318.38%,WYNN,Wynn Resorts,213.51%,COG,Cabot Oil & Gas,153.65%,HUM,Humana Inc.,40.71%,ORCL,Oracle Corp.,55.58%,MCD,McDonald's Corp.,72.63%,UHS,"Universal Health Services, Inc.",236.91%,TDG,TransDigm Group,142.84%,SBUX,Starbucks Corp.,163.60%,KSU,Kansas City Southern,197.06%,LNC,Lincoln National,152.63%,NKE,Nike,51.26%,SHW,Sherwin-Williams,100.40%,GOOG,Alphabet Inc Class C
38,314.59%,NTRS,Northern Trust Corp.,261.64%,TXN,Texas Instruments,305.89%,MNST,Monster Beverage,215.22%,MTD,Mettler Toledo,139.85%,XLNX,Xilinx Inc,115.92%,MHK,Mohawk Industries,174.77%,GGP,General Growth Properties Inc.,188.46%,PHM,Pulte Homes Inc.,317.58%,CTSH,Cognizant Technology Solutions,204.97%,MGM,MGM Resorts International,152.81%,EOG,EOG Resources,39.40%,JEC,Jacobs Engineering Group,55.35%,NOV,National Oilwell Varco Inc.,67.98%,CERN,Cerner,236.35%,OKE,ONEOK,142.61%,EMN,Eastman Chemical,161.02%,MPC,Marathon Petroleum,192.66%,SIG,Signet Jewelers,152.51%,ANDV,Andeavor,50.88%,CPB,Campbell Soup,100.25%,VRSN,Verisign Inc.
39,313.00%,PFE,Pfizer Inc.,259.12%,RCL,Royal Caribbean Cruises Ltd,304.31%,SYMC,Symantec Corp.,213.57%,EXC,Exelon Corp.,137.66%,RMD,ResMed,115.79%,PHM,Pulte Homes Inc.,171.50%,XRX,Xerox Corp.,185.84%,MAC,Macerich,313.45%,GOOGL,Alphabet Inc Class A,204.45%,JCP,J.C. Penney,150.00%,CCI,Crown Castle International Corp.,39.29%,TDG,TransDigm Group,53.12%,NBL,Noble Energy Inc,67.89%,FOSL,Fossil Group,231.00%,ROST,Ross Stores,141.29%,FAST,Fastenal Co,160.36%,ALK,Alaska Air Group Inc,191.34%,CHTR,Charter Communications,150.09%,ABC,AmerisourceBergen Corp,50.64%,LOW,Lowe's Cos.,99.63%,ETFC,E*Trade
40,312.52%,STT,State Street Corp.,257.80%,WMT,Wal-Mart Stores,300.29%,S,Sprint Nextel Corp.,209.96%,AMZN,Amazon.com Inc,135.92%,AMG,Affiliated Managers Group Inc,115.78%,LLL,L-3 Communications Holdings,169.40%,JCP,J.C. Penney,183.73%,COO,The Cooper Companies,313.45%,GOOG,Alphabet Inc Class C,203.65%,AVB,"AvalonBay Communities, Inc.",143.01%,CHK,Chesapeake Energy,39.01%,LMT,Lockheed Martin Corp.,52.90%,COG,Cabot Oil & Gas,67.41%,FL,Foot Locker Inc,229.46%,CCE,Coca-Cola Enterprises,141.15%,TJX,TJX Companies Inc.,160.28%,NSM,National Semiconductor Corp.,188.86%,MPC,Marathon Petroleum,149.41%,UHS,"Universal Health Services, Inc.",50.49%,ED,Consolidated Edison,99.27%,GOOGL,Alphabet Inc Class A
41,311.47%,FITB,Fifth Third Bancorp,257.65%,BK,The Bank of New York Mellon Corp.,296.67%,LRCX,Lam Research,207.51%,LUV,Southwest Airlines,135.75%,ESV,Ensco plc,115.42%,GPN,Global Payments Inc,161.26%,SRCL,Stericycle Inc,174.71%,FOSL,Fossil Group,310.73%,JWN,Nordstrom,200.49%,MRO,Marathon Oil Corp.,142.41%,X,United States Steel Corporation,37.05%,IT,Gartner Inc,51.33%,INCY,Incyte,67.32%,GWW,Grainger (W.W.) Inc.,227.40%,TJX,TJX Companies Inc.,140.10%,WYNN,Wynn Resorts,159.26%,MNST,Monster Beverage,187.09%,LVLT,Level 3 Communications,149.31%,ADBE,Adobe Systems Inc,49.00%,TER,Teradyne,98.05%,CI,CIGNA Corp.
42,308.00%,GILD,Gilead Sciences,250.97%,DHR,Danaher Corp.,287.61%,RHT,Red Hat Inc.,206.55%,SCHW,Charles Schwab Corporation,135.58%,MCHP,Microchip Technology,115.04%,UDR,UDR Inc,158.86%,MHK,Mohawk Industries,170.36%,LEN,Lennar Corp.,305.10%,TPR,"Tapestry, Inc.",197.98%,BLK,BlackRock,140.44%,NRG,NRG Energy,36.98%,CVX,Chevron Corp.,51.07%,APC,Anadarko Petroleum Corp,67.23%,BBBY,Bed Bath & Beyond,224.01%,URI,"United Rentals, Inc.",136.37%,CMCSA,Comcast Corp.,154.65%,SBUX,Starbucks Corp.,186.08%,ETFC,E*Trade,145.08%,UAL,United Continental Holdings,48.36%,SBUX,Starbucks Corp.,97.26%,CHTR,Charter Communications
43,302.13%,DO,Diamond Offshore Drilling,247.38%,FITB,Fifth Third Bancorp,285.42%,FOSL,Fossil Group,197.35%,BLK,BlackRock,133.33%,DNB,Dun & Bradstreet,114.73%,SJM,JM Smucker,156.41%,PGR,Progressive Corp.,166.78%,FRT,Federal Realty Investment Trust,303.19%,DNR,Denbury Resources,197.29%,JWN,Nordstrom,131.52%,AMT,American Tower Corp A,36.55%,AYI,Acuity Brands Inc,49.82%,FMC,FMC Corporation,65.87%,DISCA,Discovery Communications,223.24%,M,Macy's Inc.,134.71%,GGP,General Growth Properties Inc.,154.14%,S,Sprint Nextel Corp.,185.69%,PPG,PPG Industries,144.87%,AIZ,Assurant Inc,48.35%,RE,Everest Re,96.72%,MSFT,Microsoft Corp.
44,300.38%,CMA,Comerica Inc.,245.66%,CLX,The Clorox Company,284.72%,TGT,Target Corp.,194.72%,HOG,Harley-Davidson,131.13%,HOG,Harley-Davidson,112.49%,JBHT,J. B. Hunt Transport Services,150.28%,FRT,Federal Realty Investment Trust,165.54%,PNR,Pentair Ltd.,300.61%,CNX,Consol Energy,195.66%,FFIV,F5 Networks,131.01%,MGM,MGM Resorts International,35.25%,RTN,Raytheon Co.,46.94%,XEC,Cimarex Energy,65.18%,FTI,TechnipFMC,222.99%,TER,Teradyne,134.58%,ORLY,O'Reilly Automotive,152.63%,VLO,Valero Energy,184.58%,MCO,Moody's Corp,144.39%,WBA,Walgreens Boots Alliance,48.26%,CSCO,Cisco Systems,96.56%,DLR,Digital Realty
45,294.72%,ALL,Allstate Corp,243.55%,PGR,Progressive Corp.,284.70%,EXPD,Expeditors International,189.20%,LLL,L-3 Communications Holdings,130.27%,GPN,Global Payments Inc,112.35%,HOLX,Hologic,149.22%,LOW,Lowe's Cos.,162.77%,SPG,Simon Property Group Inc,293.50%,ENDP,Endo International plc,192.84%,CCI,Crown Castle International Corp.,130.39%,FMC,FMC Corporation,35.11%,CSX,CSX Corp.,46.10%,FOSL,Fossil Group,64.78%,INCY,Incyte,218.60%,CERN,Cerner,132.00%,HD,Home Depot,152.31%,HD,Home Depot,184.57%,LOW,Lowe's Cos.,143.97%,NDAQ,"Nasdaq, Inc.",nan%,TEG,Integrys Energy Group Inc.,95.59%,SPGI,"S&P Global, Inc."
46,292.11%,IT,Gartner Inc,240.38%,F,Ford Motor,279.55%,RMD,ResMed,188.71%,CHRW,C. H. Robinson Worldwide,130.27%,EOG,EOG Resources,110.96%,HCP,HCP Inc.,144.91%,EA,Electronic Arts,162.34%,ZBH,Zimmer Biomet Holdings,293.20%,EIX,Edison Int'l,192.02%,ANF,Abercrombie & Fitch,124.31%,AIZ,Assurant Inc,34.08%,GME,GameStop,45.86%,SRCL,Stericycle Inc,62.84%,AAPL,Apple Inc.,217.55%,WYNN,Wynn Resorts,131.05%,CCE,Coca-Cola Enterprises,152.25%,AAL,American Airlines Group,184.06%,AOS,A.O. Smith,142.76%,VLO,Valero Energy,170.06%,SWKS,Skyworks Solutions,93.36%,BSX,Boston Scientific
47,290.57%,DF,Dean Foods,237.69%,HOG,Harley-Davidson,275.30%,IPG,Interpublic Group,188.05%,AFL,AFLAC Inc,129.31%,KSS,Kohl's,109.90%,AME,AMETEK Inc,144.88%,FFIV,F5 Networks,160.12%,ANSS,ANSYS,278.42%,LM,Legg Mason,189.83%,HES,Hess Corporation,118.54%,OI,Owens-Illinois,33.64%,VZ,Verizon Communications,45.63%,APH,Amphenol Corp,61.42%,KMX,Carmax Inc,216.96%,CRM,Salesforce.com,130.08%,FBHS,Fortune Brands Home & Security,152.13%,LYB,LyondellBasell,181.62%,SNA,Snap-On Inc.,141.97%,AET,Aetna Inc,164.13%,ULTA,Ulta Salon Cosmetics & Fragrance Inc,92.97%,NEM,Newmont Mining Corporation
48,279.86%,CA,"CA, Inc.",236.69%,LLY,Lilly (Eli) & Co.,267.83%,KSS,Kohl's,186.82%,INTU,Intuit,128.52%,KLAC,KLA-Tencor Corp.,109.36%,MO,Altria Group Inc,144.27%,CNC,Centene Corporation,158.03%,CHK,Chesapeake Energy,276.70%,ATVI,Activision Blizzard,187.61%,PVH,PVH Corp.,117.15%,COP,ConocoPhillips,33.11%,ES,Eversource Energy,43.71%,FFIV,F5 Networks,61.27%,TJX,TJX Companies Inc.,216.70%,FCX,Freeport-McMoRan Inc.,129.99%,COG,Cabot Oil & Gas,151.34%,CMCSA,Comcast Corp.,181.55%,DFS,Discover Financial Services,141.38%,GT,Goodyear Tire & Rubber,nan%,APOL,Apollo Group Inc.,91.90%,CME,CME Group Inc.
49,276.32%,ATVI,Activision Blizzard,235.50%,BMY,Bristol-Myers Squibb,266.05%,ADI,"Analog Devices, Inc.",183.52%,IVZ,Invesco Ltd.,128.10%,CHRW,C. H. Robinson Worldwide,107.86%,PGR,Progressive Corp.,142.80%,DVA,DaVita,155.91%,PVH,PVH Corp.,276.51%,X,United States Steel Corporation,183.40%,BXP,Boston Properties,116.93%,APA,Apache Corporation,33.10%,CL,Colgate-Palmolive,42.78%,CHRW,C. H. Robinson Worldwide,59.11%,SBUX,Starbucks Corp.,212.33%,RHT,Red Hat Inc.,128.11%,CF,CF Industries Holdings Inc,150.82%,LB,L Brands Inc.,180.36%,TRIP,TripAdvisor,141.24%,TSS,Total System Services,184.98%,EW,Edwards Lifesciences,90.70%,CNC,Centene Corporation
50,275.12%,BEN,Franklin Resources,235.47%,IRM,Iron Mountain Incorporated,264.38%,ADBE,Adobe Systems Inc,181.61%,EXPD,Expeditors International,124.09%,ANSS,ANSYS,105.46%,REG,Regency Centers Corporation,142.02%,SWN,Southwestern Energy,155.35%,BLL,Ball Corp,276.29%,PWR,Quanta Services Inc.,179.02%,AAL,American Airlines Group,116.45%,ADM,Archer-Daniels-Midland Co,32.73%,EW,Edwards Lifesciences,41.76%,NKE,Nike,58.63%,CLF,Cliffs Natural Resources,211.53%,JBL,Jabil Circuit,128.07%,AOS,A.O. Smith,144.65%,PRGO,Perrigo,179.34%,V,Visa Inc.,141.23%,ANTM,Anthem Inc.,151.23%,ALK,Alaska Air Group Inc,90.14%,ANTM,Anthem Inc.
51,272.42%,XL,XL Capital,234.93%,NTRS,Northern Trust Corp.,263.18%,COST,Costco Wholesale Corp.,176.91%,MS,Morgan Stanley,123.80%,THC,Tenet Healthcare,105.23%,PDCO,Patterson Companies,138.46%,LSI,LSI Corporation,151.96%,MGM,MGM Resorts International,271.93%,EOG,EOG Resources,174.90%,ICE,Intercontinental Exchange,115.90%,NFLX,Netflix Inc.,32.71%,GIS,General Mills,41.14%,ORCL,Oracle Corp.,58.15%,FAST,Fastenal Co,208.53%,RL,Polo Ralph Lauren Corp.,127.87%,CRM,Salesforce.com,144.42%,ROST,Ross Stores,178.37%,ADS,Alliance Data Systems,140.16%,CHTR,Charter Communications,120.49%,IDXX,IDEXX Laboratories,88.36%,CMA,Comerica Inc.
52,270.96%,EXPD,Expeditors International,234.02%,DF,Dean Foods,256.79%,ESRX,Express Scripts,173.73%,MU,Micron Technology,120.73%,APA,Apache Corporation,103.94%,CNX,Consol Energy,137.54%,CLF,Cliffs Natural Resources,151.82%,HUM,Humana Inc.,253.51%,FCX,Freeport-McMoRan Inc.,174.87%,WMB,Williams Cos.,114.80%,IDXX,IDEXX Laboratories,31.72%,T,AT&T Inc,39.38%,RHT,Red Hat Inc.,57.00%,ABC,AmerisourceBergen Corp,206.26%,DISH,Dish Network,125.54%,CDNS,Cadence Design Systems,142.52%,LMT,Lockheed Martin Corp.,176.61%,KORS,Michael Kors Holdings,137.10%,SIG,Signet Jewelers,114.22%,GPN,Global Payments Inc,88.36%,MLM,Martin Marietta Materials
53,268.12%,LM,Legg Mason,232.46%,MCK,McKesson Corp.,252.34%,CTL,CenturyLink Inc,173.18%,WMT,Wal-Mart Stores,120.11%,PXD,Pioneer Natural Resources,103.72%,IDXX,IDEXX Laboratories,137.36%,COO,The Cooper Companies,149.08%,UNH,United Health Group Inc.,251.80%,NDAQ,"Nasdaq, Inc.",173.61%,NOV,National Oilwell Varco Inc.,112.15%,CERN,Cerner,31.40%,BCR,Bard (C.R.) Inc.,38.69%,JNPR,Juniper Networks,56.86%,CHRW,C. H. Robinson Worldwide,206.05%,PRGO,Perrigo,125.07%,AME,AMETEK Inc,140.31%,SPGI,"S&P Global, Inc.",176.39%,VLO,Valero Energy,136.39%,NCLH,Norwegian Cruise Line,110.52%,FB,"Facebook, Inc.",87.69%,HAS,Hasbro Inc.
54,267.70%,BBT,BB&T Corporation,228.99%,ZION,Zions Bancorp,248.97%,WAT,Waters Corporation,173.03%,SYY,Sysco Corp.,119.81%,MUR,Murphy Oil,102.67%,LSI,LSI Corporation,137.29%,MYL,Mylan N.V.,147.94%,ADS,Alliance Data Systems,248.88%,ESRX,Express Scripts,173.33%,EOG,EOG Resources,111.32%,AON,Aon plc,30.91%,PBCT,People's United Financial,37.04%,GILD,Gilead Sciences,56.36%,LYB,LyondellBasell,203.97%,TPR,"Tapestry, Inc.",124.22%,AZO,AutoZone Inc,135.39%,MCK,McKesson Corp.,176.11%,KR,Kroger Co.,135.22%,LVLT,Level 3 Communications,103.53%,CTAS,Cintas Corporation,86.57%,VMC,Vulcan Materials
55,267.52%,WMB,Williams Cos.,228.82%,BBT,BB&T Corporation,247.99%,GLW,Corning Inc.,172.73%,SYK,Stryker Corp.,117.99%,AZO,AutoZone Inc,101.84%,ETN,Eaton Corporation,136.56%,ZBH,Zimmer Biomet Holdings,145.35%,VLO,Valero Energy,247.22%,HAL,Halliburton Co.,173.18%,RL,Polo Ralph Lauren Corp.,111.24%,MCK,McKesson Corp.,28.89%,BLK,BlackRock,36.68%,IDXX,IDEXX Laboratories,55.71%,UNP,Union Pacific,201.91%,REGN,Regeneron,124.12%,ADS,Alliance Data Systems,135.34%,CERN,Cerner,175.85%,AMP,Ameriprise Financial,134.07%,SBUX,Starbucks Corp.,99.40%,MO,Altria Group Inc,84.93%,HD,Home Depot
56,266.56%,MS,Morgan Stanley,228.70%,ORLY,O'Reilly Automotive,246.76%,ALXN,Alexion Pharmaceuticals,171.23%,VAR,Varian Medical Systems,115.91%,AMGN,Amgen Inc,99.49%,CB,Chubb Corp,134.74%,PHM,Pulte Homes Inc.,143.81%,LUK,Leucadia National Corp.,246.99%,NUE,Nucor Corp.,169.45%,PWR,Quanta Services Inc.,109.37%,PEG,Public Serv. Enterprise Inc.,28.42%,FLS,Flowserve Corporation,34.98%,MTD,Mettler Toledo,55.49%,SIG,Signet Jewelers,201.13%,UAA,Under Armour,122.31%,VFC,V.F. Corp.,133.30%,TWX,Time Warner Inc.,174.11%,FBHS,Fortune Brands Home & Security,133.99%,CTAS,Cintas Corporation,98.04%,INCY,Incyte,83.36%,DRI,Darden Restaurants
57,266.15%,BIG,Big Lots Inc.,227.55%,KSU,Kansas City Southern,243.87%,JNPR,Juniper Networks,170.64%,WBA,Walgreens Boots Alliance,114.07%,MGM,MGM Resorts International,99.42%,MTB,M&T Bank Corp.,133.20%,SPG,Simon Property Group Inc,143.02%,ANDV,Andeavor,242.29%,CMI,Cummins Inc.,168.06%,EQIX,Equinix,109.17%,AMZN,Amazon.com Inc,28.39%,EQIX,Equinix,33.86%,CL,Colgate-Palmolive,54.99%,SHW,Sherwin-Williams,199.80%,CF,CF Industries Holdings Inc,122.16%,STZ,Constellation Brands,128.41%,SHW,Sherwin-Williams,173.20%,NOC,Northrop Grumman Corp.,133.50%,APTV,Aptiv Plc,96.28%,MNST,Monster Beverage,83.04%,FISV,Fiserv Inc
58,262.43%,WFC,Wells Fargo,226.61%,RHI,Robert Half International,241.19%,LOW,Lowe's Cos.,163.00%,EOG,EOG Resources,113.63%,EA,Electronic Arts,98.73%,BBBY,Bed Bath & Beyond,132.64%,MCO,Moody's Corp,142.72%,VAR,Varian Medical Systems,236.10%,HRS,Harris Corporation,167.05%,GT,Goodyear Tire & Rubber,109.16%,ROP,Roper Technologies,28.34%,AON,Aon plc,33.27%,AZO,AutoZone Inc,53.59%,UDR,UDR Inc,199.03%,DLTR,Dollar Tree,121.97%,PXD,Pioneer Natural Resources,128.37%,JCI,Johnson Controls Inc,172.84%,TMO,Thermo Fisher Scientific,133.40%,ENDP,Endo International plc,89.54%,AAL,American Airlines Group,82.89%,XYL,Xylem Inc.
59,262.19%,GPS,Gap Inc.,225.07%,CMCSA,Comcast Corp.,226.97%,GE,General Electric,160.68%,SRCL,Stericycle Inc,113.49%,HRB,Block H&R,96.94%,ETR,Entergy Corp.,131.09%,STZ,Constellation Brands,142.62%,ETN,Eaton Corporation,232.14%,PHM,Pulte Homes Inc.,164.51%,FTI,TechnipFMC,108.90%,PRGO,Perrigo,28.19%,OI,Owens-Illinois,33.16%,F,Ford Motor,52.71%,PSA,Public Storage,194.67%,BWA,BorgWarner,120.59%,DISCK,Discovery Communications,128.18%,FL,Foot Locker Inc,172.01%,DXC,DXC Technology,133.01%,RTN,Raytheon Co.,83.96%,LMT,Lockheed Martin Corp.,82.43%,RHT,Red Hat Inc.
60,260.89%,FHN,First Horizon,223.50%,OMC,Omnicom Group,223.48%,ANF,Abercrombie & Fitch,159.91%,CMCSA,Comcast Corp.,113.12%,SYK,Stryker Corp.,96.15%,HRB,Block H&R,130.79%,SVU,Supervalu Inc.,142.52%,DVA,DaVita,231.29%,DO,Diamond Offshore Drilling,157.72%,L,Loews Corp.,107.45%,APC,Anadarko Petroleum Corp,27.60%,WMT,Wal-Mart Stores,33.09%,AKS,AK Steel Holding Corp.,52.26%,BWA,BorgWarner,194.66%,COG,Cabot Oil & Gas,119.79%,GWW,Grainger (W.W.) Inc.,127.96%,BMY,Bristol-Myers Squibb,170.90%,MAR,Marriott Int'l.,131.46%,FISV,Fiserv Inc,83.04%,DGX,Quest Diagnostics,82.31%,IGT,International Game Technology
61,255.66%,BMY,Bristol-Myers Squibb,223.29%,EXPD,Expeditors International,221.51%,AES,AES Corp,157.27%,JCI,Johnson Controls Inc,110.32%,C,Citigroup Inc.,95.29%,CNC,Centene Corporation,130.52%,MCHP,Microchip Technology,142.38%,JWN,Nordstrom,230.88%,VTR,Ventas Inc,157.35%,CNX,Consol Energy,107.39%,LUK,Leucadia National Corp.,27.54%,HCP,HCP Inc.,32.93%,TJX,TJX Companies Inc.,51.73%,MAT,Mattel Inc.,192.78%,SWKS,Skyworks Solutions,119.44%,AGN,"Allergan, Inc",127.34%,TSS,Total System Services,169.88%,ALL,Allstate Corp,131.43%,BMY,Bristol-Myers Squibb,82.41%,KR,Kroger Co.,82.18%,BBY,Best Buy Co. Inc.
62,254.10%,LEN,Lennar Corp.,222.67%,KR,Kroger Co.,214.94%,JCI,Johnson Controls Inc,156.54%,AIG,"American International Group, Inc.",107.40%,MET,MetLife Inc.,94.69%,TJX,TJX Companies Inc.,128.51%,ODP,Office Depot Inc.,140.19%,OXY,Occidental Petroleum,230.37%,LRCX,Lam Research,156.16%,LKQ,LKQ Corporation,105.60%,RMD,ResMed,26.64%,ESRX,Express Scripts,32.59%,GOOGL,Alphabet Inc Class A,50.91%,SWK,Stanley Black & Decker,190.02%,NOV,National Oilwell Varco Inc.,118.17%,NSM,National Semiconductor Corp.,126.15%,SLM,SLM Corporation,169.50%,AYI,Acuity Brands Inc,131.39%,CBOE,CBOE Holdings,80.11%,MSFT,Microsoft Corp.,82.00%,ACN,Accenture plc
63,252.81%,WM,Waste Management Inc.,222.21%,STT,State Street Corp.,213.73%,KLAC,KLA-Tencor Corp.,155.35%,JBL,Jabil Circuit,106.92%,BHGE,"Baker Hughes, a GE Company",94.38%,BSX,Boston Scientific,127.85%,PNR,Pentair Ltd.,138.89%,ALGN,Align Technology,227.94%,JNPR,Juniper Networks,156.04%,AET,Aetna Inc,104.73%,GLW,Corning Inc.,26.06%,RRC,Range Resources Corp.,32.52%,BAX,Baxter International Inc.,50.29%,FMC,FMC Corporation,189.34%,DISCA,Discovery Communications,117.89%,HSY,The Hershey Company,125.65%,LVLT,Level 3 Communications,168.25%,SCHW,Charles Schwab Corporation,129.94%,CAH,Cardinal Health,79.51%,HOLX,Hologic,81.58%,DE,Deere & Co.
64,250.00%,MTB,M&T Bank Corp.,220.05%,CTL,CenturyLink Inc,207.82%,IVZ,Invesco Ltd.,153.53%,AMAT,Applied Materials Inc,106.03%,CNX,Consol Energy,93.80%,SYK,Stryker Corp.,127.03%,R,Ryder Systems Inc.,138.74%,REG,Regency Centers Corporation,226.53%,ANF,Abercrombie & Fitch,155.98%,VNO,Vornado Realty Trust,103.99%,TROW,T. Rowe Price Group,25.56%,O,Realty Income Corporation,29.49%,ATVI,Activision Blizzard,50.28%,MYL,Mylan N.V.,184.15%,CDNS,Cadence Design Systems,117.83%,CHTR,Charter Communications,123.80%,BA,Boeing Company,166.61%,MCK,McKesson Corp.,129.62%,DPS,Dr Pepper Snapple Group,77.19%,NDAQ,"Nasdaq, Inc.",80.87%,JPM,JPMorgan Chase & Co.
65,248.87%,COF,Capital One Financial,219.58%,CTAS,Cintas Corporation,204.07%,CCL,Carnival Corp.,152.39%,MMC,Marsh & McLennan,103.03%,IVZ,Invesco Ltd.,93.48%,FII,Federated Investors,126.12%,MUR,Murphy Oil,137.69%,CMI,Cummins Inc.,224.69%,GME,GameStop,155.75%,NRG,NRG Energy,102.67%,FE,FirstEnergy Corp,24.40%,UNP,Union Pacific,29.00%,QCOM,QUALCOMM Inc.,49.54%,DLR,Digital Realty,181.55%,DISCK,Discovery Communications,117.04%,ROP,Roper Technologies,123.62%,CTAS,Cintas Corporation,165.45%,HD,Home Depot,127.63%,UNH,United Health Group Inc.,72.76%,WM,Waste Management Inc.,80.87%,AWK,American Water Works Company Inc
66,248.47%,OMC,Omnicom Group,216.03%,MLM,Martin Marietta Materials,202.77%,NTRS,Northern Trust Corp.,151.36%,TAP,Molson Coors Brewing Company,99.90%,TPR,"Tapestry, Inc.",92.63%,MAC,Macerich,124.70%,LRCX,Lam Research,136.18%,NEM,Newmont Mining Corporation,220.71%,CBG,CBRE Group,153.10%,CMI,Cummins Inc.,100.56%,AME,AMETEK Inc,23.96%,ATVI,Activision Blizzard,28.14%,KO,Coca-Cola Company,49.01%,COO,The Cooper Companies,174.80%,MNST,Monster Beverage,116.74%,EBAY,eBay,122.77%,M,Macy's Inc.,165.09%,LMT,Lockheed Martin Corp.,127.48%,GHC,Graham Holdings,71.93%,ADBE,Adobe Systems Inc,80.37%,MA,Mastercard Inc.
67,248.00%,PGR,Progressive Corp.,215.43%,CAH,Cardinal Health,202.27%,AXP,American Express Co,147.33%,UNH,United Health Group Inc.,99.82%,ARNC,Arconic Inc,92.44%,FRT,Federal Realty Investment Trust,123.81%,VAR,Varian Medical Systems,135.40%,XEC,Cimarex Energy,217.64%,NVDA,Nvidia Corporation,152.46%,ATVI,Activision Blizzard,98.62%,LMT,Lockheed Martin Corp.,23.43%,PSA,Public Storage,26.61%,HPQ,HP Inc.,48.08%,ESRX,Express Scripts,171.26%,SLG,SL Green Realty,116.21%,SPG,Simon Property Group Inc,121.55%,AMZN,Amazon.com Inc,164.55%,EXR,Extra Space Storage,127.47%,HD,Home Depot,68.02%,RTN,Raytheon Co.,79.59%,ICE,Intercontinental Exchange
