,1995-2006,ticker,company,1996-2007,ticker,company,1997-2008,ticker,company,1998-2009,ticker,company,1999-2010,ticker,company,2000-2011,ticker,company,2001-2012,ticker,company,2002-2013,ticker,company,2003-2014,ticker,company,2004-2015,ticker,company,2005-2016,ticker,company,2006-2017,ticker,company,2007-2018,ticker,company
427,82.59%,STX,Seagate Technology,87.13%,FIS,Fidelity National Information Services,180.21%,WEC,Wec Energy Group Inc,-64.54%,CBS,CBS Corp.,116.41%,AMGN,Amgen Inc,357.31%,PX,Praxair Inc.,-2.51%,TXT,Textron Inc.,22.44%,MET,MetLife Inc.,108.19%,CCL,Carnival Corp.,81.18%,FE,FirstEnergy Corp,7.32%,GM,General Motors,171.00%,DUK,Duke Energy,-89.65%,GNW,Genworth Financial
428,82.01%,CSX,CSX Corp.,86.97%,CAG,Conagra Brands,161.58%,MOS,The Mosaic Company,-64.65%,AES,AES Corp,113.65%,BDX,Becton Dickinson,356.98%,SRE,Sempra Energy,-2.56%,DRE,Duke Realty Corp,22.01%,BBT,BB&T Corporation,107.51%,EXPE,Expedia Inc.,80.39%,GGP,General Growth Properties Inc.,6.90%,LVLT,Level 3 Communications,169.36%,AEP,American Electric Power,-89.77%,FTR,Frontier Communications
429,81.07%,CPB,Campbell Soup,86.04%,DIS,The Walt Disney Company,158.58%,CSX,CSX Corp.,-65.24%,UAL,United Continental Holdings,113.37%,K,Kellogg Co.,341.98%,CNC,Centene Corporation,-2.80%,HPQ,HP Inc.,21.36%,HCA,HCA Holdings,106.13%,DGX,Quest Diagnostics,80.27%,FSLR,First Solar,5.75%,DWDP,DowDuPont,169.23%,WYNN,Wynn Resorts,-96.12%,CPWR,Compuware
430,80.99%,RL,Polo Ralph Lauren Corp.,80.91%,BMY,Bristol-Myers Squibb,152.37%,UNP,Union Pacific,-65.70%,EXPE,Expedia Inc.,110.14%,BMS,Bemis Company,338.20%,EQR,Equity Residential,-3.24%,NWL,Newell Brands,21.36%,KMI,Kinder Morgan,105.57%,LNC,Lincoln National,78.69%,PGR,Progressive Corp.,4.91%,DF,Dean Foods,165.64%,CCK,Crown Holdings,nan%,TEG,Integrys Energy Group Inc.
431,80.56%,X,United States Steel Corporation,80.84%,T,AT&T Inc,151.24%,WMB,Williams Cos.,-65.96%,DFS,Discover Financial Services,108.83%,EMN,Eastman Chemical,336.57%,DRI,Darden Restaurants,-3.85%,WU,Western Union Co,20.43%,NLSN,Nielsen Holdings,102.59%,CAG,Conagra Brands,78.58%,MDT,Medtronic plc,3.95%,JNPR,Juniper Networks,165.60%,BXP,Boston Properties,1833.97%,REGN,Regeneron
432,80.18%,VZ,Verizon Communications,79.19%,GNW,Genworth Financial,139.58%,BBT,BB&T Corporation,-66.59%,NWL,Newell Brands,108.39%,NSC,Norfolk Southern Corp.,331.79%,WEC,Wec Energy Group Inc,-3.86%,CAH,Cardinal Health,20.18%,VRSN,Verisign Inc.,102.20%,PFG,Principal Financial Group,78.27%,AEE,Ameren Corp,3.26%,EVHC,Envision Healthcare,164.05%,VRTX,Vertex Pharmaceuticals Inc,1504.80%,AAPL,Apple Inc.
433,79.48%,GNW,Genworth Financial,75.38%,FL,Foot Locker Inc,128.71%,DLTR,Dollar Tree,-67.02%,BIG,Big Lots Inc.,102.18%,DHI,D. R. Horton,327.44%,CHD,Church & Dwight,-4.24%,CMCSA,Comcast Corp.,19.65%,RIG,Transocean,101.75%,HRB,Block H&R,76.95%,PAYX,Paychex Inc.,2.48%,URBN,Urban Outfitters,162.39%,AJG,Arthur J. Gallagher & Co.,1494.19%,INCY,Incyte
434,78.97%,AIZ,Assurant Inc,75.21%,CPB,Campbell Soup,120.78%,HSY,The Hershey Company,-68.77%,CMS,CMS Energy,101.47%,PLD,Prologis,327.07%,L,Loews Corp.,-5.14%,INTC,Intel Corp.,17.38%,COF,Capital One Financial,100.42%,MTB,M&T Bank Corp.,76.80%,IP,International Paper,0.10%,HLT,Hilton Worldwide,160.66%,PWR,Quanta Services Inc.,1013.91%,ALXN,Alexion Pharmaceuticals
435,78.81%,SNPS,Synopsys Inc.,72.24%,K,Kellogg Co.,107.99%,MRK,Merck & Co.,-69.61%,FITB,Fifth Third Bancorp,100.75%,FIS,Fidelity National Information Services,308.04%,HRS,Harris Corporation,-5.31%,AVP,Avon Products,16.53%,ADI,"Analog Devices, Inc.",100.12%,TXT,Textron Inc.,76.13%,MTB,M&T Bank Corp.,-0.50%,GHC,Graham Holdings,160.28%,JNJ,Johnson & Johnson,853.78%,EW,Edwards Lifesciences
436,77.62%,HAS,Hasbro Inc.,71.56%,BIG,Big Lots Inc.,100.35%,RL,Polo Ralph Lauren Corp.,-70.59%,MSI,Motorola Solutions Inc.,95.95%,TGT,Target Corp.,305.03%,IGT,International Game Technology,-5.61%,WPX,"WPX Energy, Inc.",16.16%,IVZ,Invesco Ltd.,99.75%,ALL,Allstate Corp,75.71%,BBBY,Bed Bath & Beyond,-1.39%,PYPL,PayPal,156.52%,IVZ,Invesco Ltd.,636.42%,ULTA,Ulta Salon Cosmetics & Fragrance Inc
437,77.61%,TMO,Thermo Fisher Scientific,71.43%,VZ,Verizon Communications,99.64%,MMC,Marsh & McLennan,-72.04%,GRA,W.R. Grace,93.48%,TRV,The Travelers Companies Inc.,298.26%,BEN,Franklin Resources,-5.80%,JBL,Jabil Circuit,16.14%,MSI,Motorola Solutions Inc.,99.62%,PDCO,Patterson Companies,74.99%,LNC,Lincoln National,-1.90%,LEN,Lennar Corp.,153.54%,CBOE,CBOE Holdings,nan%,APOL,Apollo Group Inc.
438,77.28%,TER,Teradyne,69.96%,XEL,Xcel Energy Inc,94.08%,BMS,Bemis Company,-72.23%,NYT,The New York Times Co.,92.21%,SCG,SCANA Corp,297.47%,DHR,Danaher Corp.,-5.90%,FTR,Frontier Communications,14.48%,HRB,Block H&R,99.24%,RIG,Transocean,74.35%,BHGE,"Baker Hughes, a GE Company",-2.68%,EXC,Exelon Corp.,152.63%,KLAC,KLA-Tencor Corp.,1254.77%,SWKS,Skyworks Solutions
439,75.94%,ATI,Allegheny Technologies,69.53%,URI,"United Rentals, Inc.",87.60%,EL,Estee Lauder Cos.,-72.23%,ULTA,Ulta Salon Cosmetics & Fragrance Inc,92.17%,PRU,Prudential Financial,296.34%,ETR,Entergy Corp.,-6.12%,WAT,Waters Corporation,14.26%,DRE,Duke Realty Corp,99.04%,F,Ford Motor,74.22%,STT,State Street Corp.,-3.60%,APA,Apache Corporation,151.38%,NUE,Nucor Corp.,1016.69%,MNST,Monster Beverage
440,75.91%,T,AT&T Inc,68.92%,DWDP,DowDuPont,85.87%,HST,Host Hotels & Resorts,-73.62%,TER,Teradyne,91.21%,JNJ,Johnson & Johnson,292.98%,PGR,Progressive Corp.,-8.16%,TRIP,TripAdvisor,14.16%,MRK,Merck & Co.,96.67%,VMC,Vulcan Materials,73.72%,EBAY,eBay,-4.45%,BBY,Best Buy Co. Inc.,150.99%,AIV,Apartment Investment & Management,694.02%,IDXX,IDEXX Laboratories
441,75.60%,PWR,Quanta Services Inc.,68.50%,IDXX,IDEXX Laboratories,67.71%,EMN,Eastman Chemical,-75.66%,AMD,Advanced Micro Devices,90.22%,KIM,Kimco Realty,284.69%,NSC,Norfolk Southern Corp.,-8.80%,PBI,Pitney Bowes Inc,14.04%,XYL,Xylem Inc.,96.56%,MSFT,Microsoft Corp.,72.99%,CHK,Chesapeake Energy,-5.85%,NSM,National Semiconductor Corp.,149.22%,DVA,DaVita,617.81%,ALK,Alaska Air Group Inc
442,74.71%,FMC,FMC Corporation,68.37%,EXR,Extra Space Storage,40.62%,FHN,First Horizon,-79.40%,WYN,Wyndham Worldwide,89.73%,TAP,Molson Coors Brewing Company,280.76%,COO,The Cooper Companies,-9.24%,ADI,"Analog Devices, Inc.",12.68%,CSCO,Cisco Systems,96.15%,IP,International Paper,71.98%,EXC,Exelon Corp.,-7.10%,DVN,Devon Energy,148.45%,HSY,The Hershey Company,523.94%,MO,Altria Group Inc
443,72.08%,FIS,Fidelity National Information Services,67.10%,RSG,Republic Services Inc,31.64%,EXPE,Expedia Inc.,-79.64%,MU,Micron Technology,88.51%,EMR,Emerson Electric Company,271.47%,DHI,D. R. Horton,-9.55%,MPC,Marathon Petroleum,12.63%,KLAC,KLA-Tencor Corp.,93.02%,LEN,Lennar Corp.,71.15%,HRB,Block H&R,-7.53%,CMA,Comerica Inc.,148.34%,SYY,Sysco Corp.,522.52%,URI,"United Rentals, Inc."
444,69.45%,DIS,The Walt Disney Company,66.87%,CNP,CenterPoint Energy,28.85%,LEG,Leggett & Platt,-81.33%,ODP,Office Depot Inc.,87.07%,PCG,PG&E Corp.,261.92%,NEE,NextEra Energy,-9.66%,ALL,Allstate Corp,12.01%,BHGE,"Baker Hughes, a GE Company",92.07%,FII,Federated Investors,68.44%,FCX,Freeport-McMoRan Inc.,-7.82%,HPE,Hewlett Packard Enterprise,146.93%,DAL,Delta Air Lines,501.81%,SBAC,SBA Communications
445,68.94%,LH,Laboratory Corp. of America Holding,59.23%,CF,CF Industries Holdings Inc,23.14%,WU,Western Union Co,-81.81%,GGP,General Growth Properties Inc.,78.86%,STX,Seagate Technology,253.73%,ARE,Alexandria Real Estate Equities Inc,-9.82%,WBA,Walgreens Boots Alliance,11.99%,NWL,Newell Brands,91.91%,HCA,HCA Holdings,67.97%,HOG,Harley-Davidson,-8.06%,HOG,Harley-Davidson,146.42%,PCG,PG&E Corp.,491.21%,AZO,AutoZone Inc
446,64.22%,NEM,Newmont Mining Corporation,59.22%,ES,Eversource Energy,20.03%,JCI,Johnson Controls Inc,-82.19%,F,Ford Motor,75.56%,KSS,Kohl's,248.76%,ACN,Accenture plc,-11.05%,EQIX,Equinix,11.15%,WIN,Windstream Holdings Inc,90.74%,MDLZ,Mondelez International,67.64%,VMC,Vulcan Materials,-9.42%,NWS,News Corp. Class B,144.57%,CHRW,C. H. Robinson Worldwide,490.59%,TJX,TJX Companies Inc.
447,62.64%,RRD,R.R. Donnelley,55.89%,SWKS,Skyworks Solutions,17.78%,NEM,Newmont Mining Corporation,-83.16%,INCY,Incyte,71.48%,CTXS,Citrix Systems,243.63%,EXC,Exelon Corp.,-12.03%,TEL,TE Connectivity Ltd.,9.30%,SCHW,Charles Schwab Corporation,90.14%,WMT,Wal-Mart Stores,67.51%,TXT,Textron Inc.,-11.05%,FTR,Frontier Communications,143.69%,PKI,PerkinElmer,453.50%,MCD,McDonald's Corp.
448,61.94%,FTR,Frontier Communications,54.49%,TMO,Thermo Fisher Scientific,15.43%,VRTX,Vertex Pharmaceuticals Inc,-83.19%,IPG,Interpublic Group,70.63%,WLTW,Willis Towers Watson,237.72%,AN,AutoNation Inc,-12.20%,DFS,Discover Financial Services,9.02%,XLNX,Xilinx Inc,87.70%,ANF,Abercrombie & Fitch,67.33%,APA,Apache Corporation,-12.36%,SYMC,Symantec Corp.,143.11%,TIF,Tiffany & Co.,438.09%,AME,AMETEK Inc
449,60.53%,RTN,Raytheon Co.,54.37%,KO,Coca-Cola Company,10.53%,WIN,Windstream Holdings Inc,-83.20%,TGNA,"Tegna, Inc.",69.86%,GPC,Genuine Parts,234.82%,CBG,CBRE Group,-12.59%,PAYX,Paychex Inc.,8.51%,TEL,TE Connectivity Ltd.,87.48%,HPQ,HP Inc.,65.94%,ZBH,Zimmer Biomet Holdings,-13.65%,JCI,Johnson Controls Inc,142.52%,PNC,PNC Financial Services,420.94%,FMC,FMC Corporation
450,60.23%,FL,Foot Locker Inc,52.46%,NWL,Newell Brands,5.72%,IP,International Paper,-84.49%,GNW,Genworth Financial,69.73%,LNT,Alliant Energy Corp,231.24%,AOS,A.O. Smith,-14.18%,XLNX,Xilinx Inc,7.80%,SNPS,Synopsys Inc.,84.37%,NLSN,Nielsen Holdings,65.21%,XYL,Xylem Inc.,-14.79%,NWSA,News Corp. Class A,136.14%,COL,Rockwell Collins,406.60%,PRGO,Perrigo
451,58.31%,GME,GameStop,52.22%,DXC,DXC Technology,-22.47%,BSX,Boston Scientific,-85.06%,CDNS,Cadence Design Systems,68.07%,MLM,Martin Marietta Materials,224.01%,ATI,Allegheny Technologies,-15.02%,KSS,Kohl's,7.65%,PKI,PerkinElmer,81.83%,CSCO,Cisco Systems,63.40%,SAIC,SAIC,-16.33%,LUK,Leucadia National Corp.,136.02%,HCP,HCP Inc.,401.73%,GILD,Gilead Sciences
452,58.09%,NWL,Newell Brands,51.47%,REGN,Regeneron,-75.94%,EQIX,Equinix,-85.19%,PCLN,Priceline.com Inc,67.71%,PG,Procter & Gamble,222.29%,DO,Diamond Offshore Drilling,-15.06%,QEP,QEP Resources,6.38%,HOG,Harley-Davidson,81.01%,CAH,Cardinal Health,63.18%,FTR,Frontier Communications,-16.52%,NTAP,NetApp,135.17%,WMB,Williams Cos.,387.97%,LMT,Lockheed Martin Corp.
453,56.77%,INCY,Incyte,49.12%,AMP,Ameriprise Financial,nan%,BHF,Brighthouse Financial Inc,-85.34%,LVLT,Level 3 Communications,65.84%,DLTR,Dollar Tree,207.72%,HST,Host Hotels & Resorts,-15.26%,RRD,R.R. Donnelley,6.30%,MSFT,Microsoft Corp.,79.36%,HOG,Harley-Davidson,62.28%,PDCO,Patterson Companies,-18.54%,MS,Morgan Stanley,131.16%,K,Kellogg Co.,381.42%,RTN,Raytheon Co.
454,55.97%,AMT,American Tower Corp A,48.98%,S,Sprint Nextel Corp.,747.89%,MUR,Murphy Oil,-88.80%,GT,Goodyear Tire & Rubber,65.75%,DISCK,Discovery Communications,195.40%,ECL,Ecolab,-15.39%,GPS,Gap Inc.,5.81%,BMY,Bristol-Myers Squibb,78.13%,PHM,Pulte Homes Inc.,61.59%,MMC,Marsh & McLennan,-22.44%,PBI,Pitney Bowes Inc,130.36%,IP,International Paper,376.95%,VFC,V.F. Corp.
455,55.93%,URI,"United Rentals, Inc.",48.06%,PRGO,Perrigo,664.10%,DHR,Danaher Corp.,-89.61%,AKAM,Akamai Technologies Inc,63.99%,VRSN,Verisign Inc.,193.25%,WAT,Waters Corporation,-15.93%,EXPE,Expedia Inc.,4.07%,FII,Federated Investors,77.18%,BK,The Bank of New York Mellon Corp.,61.52%,LUK,Leucadia National Corp.,-23.09%,OI,Owens-Illinois,129.90%,UAL,United Continental Holdings,375.93%,HRL,Hormel Foods Corp.
456,54.47%,XEL,Xcel Energy Inc,43.92%,BSX,Boston Scientific,649.62%,ARE,Alexandria Real Estate Equities Inc,-90.70%,S,Sprint Nextel Corp.,62.75%,MTB,M&T Bank Corp.,190.40%,PDCO,Patterson Companies,-16.00%,BMY,Bristol-Myers Squibb,3.81%,FTR,Frontier Communications,75.82%,SNPS,Synopsys Inc.,58.75%,KMI,Kinder Morgan,-24.39%,WIN,Windstream Holdings Inc,129.34%,BMS,Bemis Company,366.62%,FB,"Facebook, Inc."
457,54.35%,EMN,Eastman Chemical,43.04%,SNPS,Synopsys Inc.,562.07%,MLM,Martin Marietta Materials,-91.95%,XL,XL Capital,62.74%,LM,Legg Mason,188.23%,MAR,Marriott Int'l.,-17.08%,DWDP,DowDuPont,3.80%,JNPR,Juniper Networks,75.41%,WLTW,Willis Towers Watson,58.33%,ADI,"Analog Devices, Inc.",-25.42%,AES,AES Corp,128.82%,MOS,The Mosaic Company,360.01%,ITW,Illinois Tool Works
458,52.02%,RSG,Republic Services Inc,42.29%,RTN,Raytheon Co.,557.26%,ETR,Entergy Corp.,-94.79%,THC,Tenet Healthcare,61.84%,JNPR,Juniper Networks,179.83%,COL,Rockwell Collins,-17.52%,SVU,Supervalu Inc.,3.26%,STT,State Street Corp.,75.11%,DXC,DXC Technology,56.09%,DXC,DXC Technology,-27.02%,WRK,WestRock Company,127.72%,OXY,Occidental Petroleum,344.26%,HON,Honeywell Int'l Inc.
459,51.42%,UAA,Under Armour,39.47%,EMN,Eastman Chemical,542.56%,TAP,Molson Coors Brewing Company,nan%,BHF,Brighthouse Financial Inc,61.16%,V,Visa Inc.,172.11%,NEM,Newmont Mining Corporation,-18.33%,CBOE,CBOE Holdings,3.16%,NTRS,Northern Trust Corp.,75.01%,CTL,CenturyLink Inc,55.67%,SYMC,Symantec Corp.,-27.70%,QRVO,Qorvo,122.86%,MHK,Mohawk Industries,338.46%,SNA,Snap-On Inc.
460,48.71%,UNM,Unum Group,38.93%,AN,AutoNation Inc,522.70%,ECL,Ecolab,326.79%,AMGN,Amgen Inc,58.62%,IBM,International Business Machines,170.87%,EMN,Eastman Chemical,-20.41%,LM,Legg Mason,0.54%,SEE,Sealed Air,71.67%,BHGE,"Baker Hughes, a GE Company",55.61%,JCI,Johnson Controls Inc,-27.88%,NAVI,Navient,122.65%,EIX,Edison Int'l,338.38%,ADBE,Adobe Systems Inc
461,46.51%,MSI,Motorola Solutions Inc.,38.82%,IFF,Intl Flavors & Fragrances,508.14%,HES,Hess Corporation,299.10%,MUR,Murphy Oil,54.15%,AXP,American Express Co,168.87%,PLD,Prologis,-20.68%,CTAS,Cintas Corporation,-0.05%,CAH,Cardinal Health,71.39%,XRX,Xerox Corp.,51.61%,BBT,BB&T Corporation,-29.78%,NRG,NRG Energy,121.46%,XYL,Xylem Inc.,334.85%,BA,Boeing Company
462,44.09%,IT,Gartner Inc,36.46%,CDNS,Cadence Design Systems,504.57%,DO,Diamond Offshore Drilling,284.52%,WAT,Waters Corporation,53.56%,DUK,Duke Energy,168.34%,AJG,Arthur J. Gallagher & Co.,-20.89%,BSX,Boston Scientific,-0.33%,IGT,International Game Technology,70.83%,CBOE,CBOE Holdings,51.56%,MSI,Motorola Solutions Inc.,-29.83%,RDC,Rowan Companies Plc,121.14%,AN,AutoNation Inc,324.68%,SWK,Stanley Black & Decker
463,40.96%,PXD,Pioneer Natural Resources,31.26%,GRA,W.R. Grace,502.10%,INTU,Intuit,264.08%,DHR,Danaher Corp.,51.42%,CI,CIGNA Corp.,168.12%,EMR,Emerson Electric Company,-21.18%,FII,Federated Investors,-0.52%,F,Ford Motor,70.11%,AIV,Apartment Investment & Management,51.23%,INTC,Intel Corp.,-29.96%,ANF,Abercrombie & Fitch,118.77%,AMAT,Applied Materials Inc,323.56%,GPN,Global Payments Inc
464,36.60%,TSN,Tyson Foods,30.62%,OI,Owens-Illinois,497.84%,SCHW,Charles Schwab Corporation,261.82%,ADS,Alliance Data Systems,48.09%,WMT,Wal-Mart Stores,165.24%,MLM,Martin Marietta Materials,-22.84%,MGM,MGM Resorts International,-1.13%,CTAS,Cintas Corporation,66.60%,GE,General Electric,51.10%,LLY,Lilly (Eli) & Co.,-31.01%,THC,Tenet Healthcare,116.13%,CAT,Caterpillar Inc.,312.93%,PXD,Pioneer Natural Resources
465,35.32%,JNPR,Juniper Networks,29.79%,UAL,United Continental Holdings,489.96%,VRSN,Verisign Inc.,246.77%,TAP,Molson Coors Brewing Company,46.28%,HSY,The Hershey Company,160.50%,DLTR,Dollar Tree,-24.50%,STT,State Street Corp.,-3.44%,JBL,Jabil Circuit,65.00%,RRD,R.R. Donnelley,50.93%,COF,Capital One Financial,-31.44%,XL,XL Capital,114.75%,VMC,Vulcan Materials,307.43%,ADP,Automatic Data Processing
466,34.36%,EXR,Extra Space Storage,29.55%,CMG,Chipotle Mexican Grill,483.13%,ADS,Alliance Data Systems,246.04%,INTU,Intuit,45.17%,PGR,Progressive Corp.,159.89%,MCO,Moody's Corp,-24.58%,MMC,Marsh & McLennan,-3.79%,UNM,Unum Group,64.73%,SYY,Sysco Corp.,50.45%,KSS,Kohl's,-34.25%,LIFE,Life Technologies,113.89%,NTRS,Northern Trust Corp.,302.62%,ROK,Rockwell Automation Inc.
467,31.03%,KMX,Carmax Inc,29.16%,MSI,Motorola Solutions Inc.,461.61%,KIM,Kimco Realty,243.78%,CNC,Centene Corporation,43.55%,BIG,Big Lots Inc.,158.64%,PNR,Pentair Ltd.,-25.50%,COF,Capital One Financial,-4.29%,DWDP,DowDuPont,64.47%,TEL,TE Connectivity Ltd.,50.43%,AES,AES Corp,-36.90%,NE,Noble Corp,112.87%,RCL,Royal Caribbean Cruises Ltd,288.16%,HBI,Hanesbrands Inc
468,30.28%,ES,Eversource Energy,28.94%,MDLZ,Mondelez International,456.06%,MAC,Macerich,239.08%,HES,Hess Corporation,42.61%,AN,AutoNation Inc,155.36%,HSY,The Hershey Company,-26.73%,MDT,Medtronic plc,-5.14%,CBOE,CBOE Holdings,63.82%,FE,FirstEnergy Corp,49.08%,CCL,Carnival Corp.,-37.23%,HBAN,Huntington Bancshares,112.38%,A,Agilent Technologies Inc,287.27%,MCHP,Microchip Technology
469,27.56%,PRGO,Perrigo,26.32%,RRD,R.R. Donnelley,453.39%,BEN,Franklin Resources,211.85%,PX,Praxair Inc.,41.69%,NTRS,Northern Trust Corp.,153.26%,BMS,Bemis Company,-26.83%,PWR,Quanta Services Inc.,-5.55%,MAS,Masco Corp.,61.98%,RDC,Rowan Companies Plc,48.12%,WLTW,Willis Towers Watson,-37.53%,MGM,MGM Resorts International,111.71%,DNB,Dun & Bradstreet,286.24%,ANDV,Andeavor
470,22.49%,MU,Micron Technology,22.50%,UPS,United Parcel Service,442.49%,TIF,Tiffany & Co.,208.12%,ARE,Alexandria Real Estate Equities Inc,39.94%,STT,State Street Corp.,148.03%,SCG,SCANA Corp,-27.13%,A,Agilent Technologies Inc,-5.79%,PFE,Pfizer Inc.,60.21%,AMAT,Applied Materials Inc,47.48%,BK,The Bank of New York Mellon Corp.,-37.54%,LM,Legg Mason,111.16%,GS,Goldman Sachs Group,285.32%,DIS,The Walt Disney Company
471,20.38%,UPS,United Parcel Service,22.17%,AGN,"Allergan, Inc",432.49%,LKQ,LKQ Corporation,207.99%,MLM,Martin Marietta Materials,36.24%,XEL,Xcel Energy Inc,136.37%,FIS,Fidelity National Information Services,-27.49%,RIG,Transocean,-6.02%,LLY,Lilly (Eli) & Co.,59.27%,EXC,Exelon Corp.,47.28%,SYY,Sysco Corp.,-39.11%,ESV,Ensco plc,106.61%,FOX,Twenty-First Century Fox Class B,278.22%,AMP,Ameriprise Financial
472,17.22%,IP,International Paper,20.61%,FSLR,First Solar,402.27%,DHI,D. R. Horton,199.29%,VRSN,Verisign Inc.,33.99%,CLX,The Clorox Company,136.22%,LNT,Alliant Energy Corp,-27.74%,GHC,Graham Holdings,-6.24%,MDT,Medtronic plc,57.70%,AEE,Ameren Corp,45.31%,IPG,Interpublic Group,-40.26%,PHM,Pulte Homes Inc.,105.07%,PNR,Pentair Ltd.,274.72%,BWA,BorgWarner
473,15.60%,F,Ford Motor,19.97%,CBS,CBS Corp.,378.60%,CNC,Centene Corporation,195.38%,LKQ,LKQ Corporation,30.53%,LEG,Leggett & Platt,131.62%,PRU,Prudential Financial,-27.87%,AVY,Avery Dennison Corp,-6.88%,SWKS,Skyworks Solutions,56.38%,ABBV,AbbVie Inc.,41.47%,TSS,Total System Services,-40.89%,KMI,Kinder Morgan,104.91%,EMR,Emerson Electric Company,273.07%,RMD,ResMed
474,15.08%,MAT,Mattel Inc.,17.28%,LVLT,Level 3 Communications,366.75%,KSS,Kohl's,195.06%,MAA,Mid-America Apartments,30.30%,HST,Host Hotels & Resorts,129.60%,TAP,Molson Coors Brewing Company,-28.30%,SLM,SLM Corporation,-9.14%,JCP,J.C. Penney,55.08%,CMA,Comerica Inc.,40.86%,ZTS,Zoetis,-42.25%,FITB,Fifth Third Bancorp,103.68%,AMGN,Amgen Inc,253.31%,FFIV,F5 Networks
475,11.12%,AMP,Ameriprise Financial,14.93%,JNPR,Juniper Networks,365.90%,HP,Helmerich & Payne,189.43%,ECL,Ecolab,26.50%,EA,Electronic Arts,129.31%,DISCK,Discovery Communications,-28.98%,HCA,HCA Holdings,-11.62%,LM,Legg Mason,54.79%,LM,Legg Mason,39.80%,IQV,IQVIA,-44.54%,TGNA,"Tegna, Inc.",101.36%,ANTM,Anthem Inc.,252.57%,EOG,EOG Resources
476,4.69%,XRX,Xerox Corp.,14.85%,IP,International Paper,349.79%,PX,Praxair Inc.,186.54%,TIF,Tiffany & Co.,26.29%,EL,Estee Lauder Cos.,127.76%,K,Kellogg Co.,-29.12%,MSI,Motorola Solutions Inc.,-12.00%,QEP,QEP Resources,53.32%,BBT,BB&T Corporation,39.80%,Q,Qwest Communications,-46.13%,FCX,Freeport-McMoRan Inc.,99.11%,MMI,Motorola Mobility,248.02%,VRSK,Verisk Analytics
477,0.08%,BIG,Big Lots Inc.,13.59%,AKS,AK Steel Holding Corp.,343.42%,OKE,ONEOK,180.76%,KIM,Kimco Realty,26.06%,CVS,CVS Health,126.76%,WLTW,Willis Towers Watson,-29.49%,NTAP,NetApp,-12.56%,MMC,Marsh & McLennan,52.73%,PFE,Pfizer Inc.,39.69%,XLNX,Xilinx Inc,-47.90%,KEY,KeyCorp,98.16%,LLY,Lilly (Eli) & Co.,232.40%,MCK,McKesson Corp.
478,0.04%,RHT,Red Hat Inc.,13.51%,WU,Western Union Co,342.21%,NEE,NextEra Energy,152.79%,NEE,NextEra Energy,24.86%,AEE,Ameren Corp,115.20%,MHK,Mohawk Industries,-30.04%,TXN,Texas Instruments,-13.14%,DXC,DXC Technology,52.53%,CTAS,Cintas Corporation,39.09%,WIN,Windstream Holdings Inc,-48.13%,BSX,Boston Scientific,97.70%,INTC,Intel Corp.,231.95%,RJF,Raymond James Financial Inc.
479,-0.25%,EXPE,Expedia Inc.,12.51%,WIN,Windstream Holdings Inc,338.91%,AJG,Arthur J. Gallagher & Co.,143.91%,SJM,JM Smucker,21.92%,HOG,Harley-Davidson,106.54%,DUK,Duke Energy,-31.72%,PFE,Pfizer Inc.,-14.43%,AVY,Avery Dennison Corp,49.49%,DWDP,DowDuPont,38.40%,DHI,D. R. Horton,-52.93%,NEM,Newmont Mining Corporation,96.84%,MTB,M&T Bank Corp.,225.09%,BAX,Baxter International Inc.
480,-0.98%,DISCA,Discovery Communications,11.89%,HBI,Hanesbrands Inc,326.43%,ATI,Allegheny Technologies,127.08%,ACN,Accenture plc,15.67%,AWK,American Water Works Company Inc,104.73%,BIIB,Biogen Inc.,-31.95%,VRSN,Verisign Inc.,-14.56%,INCY,Incyte,49.44%,MDT,Medtronic plc,38.22%,ANF,Abercrombie & Fitch,-53.94%,BAC,Bank of America Corp,96.57%,PG,Procter & Gamble,218.73%,UNM,Unum Group
481,-1.21%,MDLZ,Mondelez International,10.30%,TER,Teradyne,312.62%,CVS,CVS Health,120.03%,EQR,Equity Residential,14.83%,USB,U.S. Bancorp,100.17%,VRTX,Vertex Pharmaceuticals Inc,-32.59%,GT,Goodyear Tire & Rubber,-15.68%,GM,General Motors,49.21%,MAS,Masco Corp.,37.93%,EVHC,Envision Healthcare,-55.13%,FHN,First Horizon,94.31%,SLB,Schlumberger Ltd.,212.90%,SYK,Stryker Corp.
482,-1.25%,IFF,Intl Flavors & Fragrances,10.00%,TDG,TransDigm Group,305.66%,COF,Capital One Financial,114.47%,OKE,ONEOK,13.55%,WIN,Windstream Holdings Inc,95.80%,GS,Goldman Sachs Group,-33.47%,INCY,Incyte,-15.82%,NBR,Nabors Industries,48.08%,XYL,Xylem Inc.,36.56%,PFE,Pfizer Inc.,-56.47%,KG,King Pharmaceuticals Inc.,93.90%,ARE,Alexandria Real Estate Equities Inc,211.90%,ABT,Abbott Laboratories
483,-1.30%,IPG,Interpublic Group,9.80%,PXD,Pioneer Natural Resources,304.30%,CI,CIGNA Corp.,112.55%,KSS,Kohl's,13.29%,SCHW,Charles Schwab Corporation,95.36%,USB,U.S. Bancorp,-34.15%,LLY,Lilly (Eli) & Co.,-16.78%,GHC,Graham Holdings,47.69%,NWL,Newell Brands,34.96%,BBY,Best Buy Co. Inc.,-57.28%,CNX,Consol Energy,92.40%,F,Ford Motor,209.55%,LLL,L-3 Communications Holdings
