,1995-1997,ticker,company,1996-1998,ticker,company,1997-1999,ticker,company,1998-2000,ticker,company,1999-2001,ticker,company,2000-2002,ticker,company,2001-2003,ticker,company,2002-2004,ticker,company,2003-2005,ticker,company,2004-2006,ticker,company,2005-2007,ticker,company,2006-2008,ticker,company,2007-2009,ticker,company,2008-2010,ticker,company,2009-2011,ticker,company,2010-2012,ticker,company,2011-2013,ticker,company,2012-2014,ticker,company,2013-2015,ticker,company,2014-2016,ticker,company,2015-2017,ticker,company,2016-2018,ticker,company
395,-21.43%,ODP,Office Depot Inc.,-7.85%,PKI,PerkinElmer,-24.10%,HP,Helmerich & Payne,-35.15%,HCN,Welltower Inc.,-32.45%,CSX,CSX Corp.,-23.29%,INTC,Intel Corp.,-37.48%,LNT,Alliant Energy Corp,-8.38%,L,Loews Corp.,30.30%,CINF,Cincinnati Financial,6.57%,MKC,McCormick & Co.,9.59%,AMAT,Applied Materials Inc,4.42%,CMCSA,Comcast Corp.,-13.02%,MKC,McCormick & Co.,-53.85%,GNW,Genworth Financial,91.37%,PKI,PerkinElmer,47.08%,CMCSA,Comcast Corp.,38.81%,VIAB,Viacom Inc.,35.43%,GPN,Global Payments Inc,35.99%,IGT,International Game Technology,-16.94%,IP,International Paper,21.67%,MA,Mastercard Inc.,47.94%,FTV,Fortive Corp
396,-22.95%,LRCX,Lam Research,-8.83%,FAST,Fastenal Co,-24.17%,UDR,UDR Inc,-35.69%,FLS,Flowserve Corporation,-32.77%,ALK,Alaska Air Group Inc,-23.34%,IT,Gartner Inc,-37.55%,LUV,Southwest Airlines,-8.60%,LH,Laboratory Corp. of America Holding,30.28%,FE,FirstEnergy Corp,6.16%,XRX,Xerox Corp.,9.38%,MDT,Medtronic plc,4.38%,VAR,Varian Medical Systems,-13.48%,XEL,Xcel Energy Inc,-54.24%,AIZ,Assurant Inc,90.37%,APD,Air Products & Chemicals Inc,46.67%,MKC,McCormick & Co.,38.21%,SJM,JM Smucker,35.40%,MCHP,Microchip Technology,35.71%,FRT,Federal Realty Investment Trust,-17.68%,GWW,Grainger (W.W.) Inc.,21.64%,XEL,Xcel Energy Inc,46.50%,BDX,Becton Dickinson
397,-23.10%,STZ,Constellation Brands,-10.82%,FTR,Frontier Communications,-24.38%,VAR,Varian Medical Systems,-35.94%,SNA,Snap-On Inc.,-33.79%,CPB,Campbell Soup,-23.88%,DWDP,DowDuPont,-37.83%,AGN,"Allergan, Inc",-8.68%,GIS,General Mills,29.81%,SO,Southern Co.,6.12%,SIG,Signet Jewelers,9.12%,LOW,Lowe's Cos.,2.41%,IP,International Paper,-13.77%,DUK,Duke Energy,-54.56%,ANF,Abercrombie & Fitch,89.74%,SHLD,Sears Holding Corporation,46.34%,MA,Mastercard Inc.,37.99%,AXP,American Express Co,34.55%,DRE,Duke Realty Corp,35.63%,BEN,Franklin Resources,-17.93%,WMT,Wal-Mart Stores,21.62%,CCL,Carnival Corp.,46.48%,CMCSA,Comcast Corp.
398,-23.96%,PRGO,Perrigo,-12.18%,EOG,EOG Resources,-25.26%,IDXX,IDEXX Laboratories,-36.49%,XRX,Xerox Corp.,-34.14%,CCL,Carnival Corp.,-23.93%,SWKS,Skyworks Solutions,-37.96%,NBR,Nabors Industries,-8.80%,APC,Anadarko Petroleum Corp,29.41%,STT,State Street Corp.,5.70%,PAYX,Paychex Inc.,8.75%,KLAC,KLA-Tencor Corp.,1.71%,PDCO,Patterson Companies,-14.76%,GPC,Genuine Parts,-54.80%,GE,General Electric,86.14%,KLAC,KLA-Tencor Corp.,46.17%,UAL,United Continental Holdings,37.23%,RL,Polo Ralph Lauren Corp.,34.55%,RHT,Red Hat Inc.,35.60%,EXC,Exelon Corp.,-18.07%,XOM,Exxon Mobil Corp.,21.28%,CLX,The Clorox Company,46.41%,ICE,Intercontinental Exchange
399,-24.02%,ADSK,Autodesk Inc,-13.67%,NUE,Nucor Corp.,-26.09%,VRTX,Vertex Pharmaceuticals Inc,-36.81%,ADM,Archer-Daniels-Midland Co,-34.16%,YUM,Yum! Brands Inc,-24.63%,IP,International Paper,-38.23%,TSS,Total System Services,-8.92%,CMCSA,Comcast Corp.,29.24%,AZO,AutoZone Inc,5.41%,DWDP,DowDuPont,8.66%,JNJ,Johnson & Johnson,0.94%,AXP,American Express Co,-15.26%,DE,Deere & Co.,-55.39%,IGT,International Game Technology,79.63%,FITB,Fifth Third Bancorp,46.03%,ABC,AmerisourceBergen Corp,37.21%,COF,Capital One Financial,34.49%,IDXX,IDEXX Laboratories,35.58%,TGT,Target Corp.,-18.77%,BBY,Best Buy Co. Inc.,21.24%,LEG,Leggett & Platt,45.77%,GS,Goldman Sachs Group
400,-25.79%,SJM,JM Smucker,-20.42%,MOS,The Mosaic Company,-26.67%,APA,Apache Corporation,-37.11%,RF,Regions Financial Corp.,-34.18%,RRD,R.R. Donnelley,-24.71%,FTI,TechnipFMC,-38.29%,GPS,Gap Inc.,-9.51%,ABC,AmerisourceBergen Corp,29.16%,IBM,International Business Machines,5.23%,DOV,Dover Corp.,8.26%,GWW,Grainger (W.W.) Inc.,0.70%,BMS,Bemis Company,-15.57%,AMGN,Amgen Inc,-56.49%,LM,Legg Mason,78.72%,NBL,Noble Energy Inc,45.93%,CTXS,Citrix Systems,37.00%,PWR,Quanta Services Inc.,34.49%,PLD,Prologis,35.42%,EQR,Equity Residential,-18.83%,SLB,Schlumberger Ltd.,21.06%,TRV,The Travelers Companies Inc.,45.56%,DRI,Darden Restaurants
401,-27.49%,CERN,Cerner,-21.53%,PXD,Pioneer Natural Resources,-27.24%,NOV,National Oilwell Varco Inc.,-38.53%,NBL,Noble Energy Inc,-34.59%,PNR,Pentair Ltd.,-24.80%,CMCSA,Comcast Corp.,-38.35%,MTD,Mettler Toledo,-9.70%,DXC,DXC Technology,28.25%,FHN,First Horizon,4.98%,SYK,Stryker Corp.,8.00%,SJM,JM Smucker,0.47%,ALL,Allstate Corp,-15.87%,HCP,HCP Inc.,-56.53%,TGNA,"Tegna, Inc.",78.27%,BHGE,"Baker Hughes, a GE Company",45.89%,NSC,Norfolk Southern Corp.,36.58%,ESS,"Essex Property Trust, Inc.",34.16%,YUM,Yum! Brands Inc,34.83%,BXP,Boston Properties,-19.52%,NUE,Nucor Corp.,20.80%,FBHS,Fortune Brands Home & Security,45.49%,PNR,Pentair Ltd.
402,-28.65%,ANF,Abercrombie & Fitch,-22.79%,HUM,Humana Inc.,-27.70%,RSG,Republic Services Inc,-38.73%,PGR,Progressive Corp.,-34.66%,ATI,Allegheny Technologies,-24.83%,PG,Procter & Gamble,-40.00%,AIG,"American International Group, Inc.",-9.79%,JNJ,Johnson & Johnson,28.16%,BAX,Baxter International Inc.,4.76%,DIS,The Walt Disney Company,7.82%,SVU,Supervalu Inc.,-0.59%,AVY,Avery Dennison Corp,-16.31%,DISCK,Discovery Communications,-57.75%,HOLX,Hologic,75.69%,FII,Federated Investors,45.58%,IBM,International Business Machines,34.96%,FISV,Fiserv Inc,33.69%,URBN,Urban Outfitters,34.83%,SYY,Sysco Corp.,-19.92%,FOX,Twenty-First Century Fox Class B,20.60%,PKI,PerkinElmer,45.48%,MTB,M&T Bank Corp.
403,-28.94%,ES,Eversource Energy,-23.02%,RL,Polo Ralph Lauren Corp.,-29.87%,NBR,Nabors Industries,-38.76%,CSX,CSX Corp.,-34.92%,MHK,Mohawk Industries,-24.86%,FTR,Frontier Communications,-40.26%,DIS,The Walt Disney Company,-9.87%,ODP,Office Depot Inc.,27.85%,CAG,Conagra Brands,4.61%,AOS,A.O. Smith,7.77%,GE,General Electric,-0.94%,AMAT,Applied Materials Inc,-17.07%,LNT,Alliant Energy Corp,-59.11%,FITB,Fifth Third Bancorp,75.63%,FOX,Twenty-First Century Fox Class B,45.27%,ALB,Albemarle Corp,33.85%,WEC,Wec Energy Group Inc,33.56%,DTE,DTE Energy,34.59%,ZION,Zions Bancorp,-20.15%,R,Ryder Systems Inc.,19.89%,ISRG,Intuitive Surgical Inc.,45.48%,JNJ,Johnson & Johnson
404,-41.38%,MNST,Monster Beverage,-23.06%,UNH,United Health Group Inc.,-30.70%,EOG,EOG Resources,-39.54%,UNM,Unum Group,-35.90%,MAT,Mattel Inc.,-24.96%,CVS,CVS Health,-40.46%,AON,Aon plc,-10.21%,DRI,Darden Restaurants,27.52%,PEP,PepsiCo Inc.,4.55%,ES,Eversource Energy,7.72%,SWK,Stanley Black & Decker,-1.14%,LLY,Lilly (Eli) & Co.,-17.14%,AOS,A.O. Smith,-59.15%,XL,XL Capital,74.54%,IVZ,Invesco Ltd.,44.50%,JCI,Johnson Controls Inc,33.61%,CBOE,CBOE Holdings,33.43%,D,Dominion Energy,34.30%,FFIV,F5 Networks,-20.16%,DOV,Dover Corp.,19.87%,CBOE,CBOE Holdings,45.37%,WDC,Western Digital
405,-44.98%,AAPL,Apple Inc.,-26.25%,TSCO,Tractor Supply Company,-31.73%,NKE,Nike,-39.73%,PVH,PVH Corp.,-35.91%,ADSK,Autodesk Inc,-25.02%,CTSH,Cognizant Technology Solutions,-40.69%,HPQ,HP Inc.,-10.68%,LNC,Lincoln National,27.11%,LKQ,LKQ Corporation,4.39%,PDCO,Patterson Companies,7.24%,XRAY,Dentsply Sirona,-2.78%,RCL,Royal Caribbean Cruises Ltd,-17.67%,VRTX,Vertex Pharmaceuticals Inc,-59.95%,NDAQ,"Nasdaq, Inc.",74.39%,MS,Morgan Stanley,43.30%,JBHT,J. B. Hunt Transport Services,33.51%,MMC,Marsh & McLennan,33.08%,SLB,Schlumberger Ltd.,33.94%,MTB,M&T Bank Corp.,-20.30%,CAT,Caterpillar Inc.,19.64%,LUV,Southwest Airlines,44.74%,DRE,Duke Realty Corp
406,-66.00%,BBY,Best Buy Co. Inc.,-28.72%,DISH,Dish Network,-34.91%,NE,Noble Corp,-40.19%,PRGO,Perrigo,-36.13%,FFIV,F5 Networks,-25.19%,HD,Home Depot,-40.91%,JPM,JPMorgan Chase & Co.,-10.73%,CL,Colgate-Palmolive,27.05%,TAP,Molson Coors Brewing Company,4.31%,FOXA,Twenty-First Century Fox Class A,7.10%,RRD,R.R. Donnelley,-3.04%,KLAC,KLA-Tencor Corp.,-17.71%,HRS,Harris Corporation,-60.33%,BAC,Bank of America Corp,74.22%,CNX,Consol Energy,43.29%,VAR,Varian Medical Systems,33.19%,WMT,Wal-Mart Stores,32.93%,REG,Regency Centers Corporation,33.79%,DF,Dean Foods,-20.45%,OXY,Occidental Petroleum,19.42%,LNC,Lincoln National,44.69%,AXP,American Express Co
407,-77.45%,LH,Laboratory Corp. of America Holding,-29.74%,CHK,Chesapeake Energy,-36.21%,FLS,Flowserve Corporation,-40.67%,PBCT,People's United Financial,-36.21%,TXT,Textron Inc.,-25.67%,JPM,JPMorgan Chase & Co.,-40.98%,CMCSA,Comcast Corp.,-10.77%,MON,Monsanto Co.,27.04%,ORCL,Oracle Corp.,4.29%,AIG,"American International Group, Inc.",6.67%,ADSK,Autodesk Inc,-3.59%,HST,Host Hotels & Resorts,-17.91%,MMC,Marsh & McLennan,-61.29%,UAL,United Continental Holdings,73.85%,CCK,Crown Holdings,42.98%,AOS,A.O. Smith,33.17%,ALL,Allstate Corp,32.81%,NSC,Norfolk Southern Corp.,33.63%,HOLX,Hologic,-20.74%,NEM,Newmont Mining Corporation,19.39%,MPC,Marathon Petroleum,44.50%,CTXS,Citrix Systems
408,,,,-34.88%,ADBE,Adobe Systems Inc,-36.67%,LRCX,Lam Research,-41.41%,L,Loews Corp.,-36.94%,ETFC,E*Trade,-26.86%,TSN,Tyson Foods,-41.16%,CTXS,Citrix Systems,-11.12%,XL,XL Capital,26.80%,MU,Micron Technology,4.28%,BRK.B,Berkshire Hathaway,6.48%,AMGN,Amgen Inc,-3.70%,NI,NiSource Inc.,-18.07%,PNR,Pentair Ltd.,-63.35%,SVU,Supervalu Inc.,72.53%,TXT,Textron Inc.,42.51%,DUK,Duke Energy,31.86%,LEG,Leggett & Platt,32.61%,CMS,CMS Energy,33.27%,LKQ,LKQ Corporation,-21.11%,NWS,News Corp. Class B,19.32%,KLAC,KLA-Tencor Corp.,44.44%,MHK,Mohawk Industries
409,,,,-35.36%,LRCX,Lam Research,-37.27%,BA,Boeing Company,-42.84%,PCLN,Priceline.com Inc,-37.09%,CLX,The Clorox Company,-27.92%,DIS,The Walt Disney Company,-41.93%,GRA,W.R. Grace,-11.23%,HES,Hess Corporation,26.67%,IFF,Intl Flavors & Fragrances,4.15%,UPS,United Parcel Service,6.21%,MDLZ,Mondelez International,-4.17%,TWX,Time Warner Inc.,-19.17%,ECL,Ecolab,-63.62%,PFG,Principal Financial Group,71.77%,XLNX,Xilinx Inc,41.99%,XEL,Xcel Energy Inc,31.15%,FIS,Fidelity National Information Services,32.53%,LLY,Lilly (Eli) & Co.,32.87%,PFE,Pfizer Inc.,-21.20%,BWA,BorgWarner,19.32%,NEE,NextEra Energy,44.34%,CHRW,C. H. Robinson Worldwide
410,,,,-35.38%,REGN,Regeneron,-39.09%,RL,Polo Ralph Lauren Corp.,-42.84%,CCE,Coca-Cola Enterprises,-37.45%,MSFT,Microsoft Corp.,-28.63%,INTU,Intuit,-42.00%,GE,General Electric,-11.31%,KR,Kroger Co.,26.38%,IP,International Paper,4.02%,T,AT&T Inc,5.85%,FHN,First Horizon,-4.44%,XEC,Cimarex Energy,-19.23%,ABC,AmerisourceBergen Corp,-63.97%,SUN,Sunoco Inc.,70.36%,AYI,Acuity Brands Inc,41.26%,MAA,Mid-America Apartments,31.08%,KLAC,KLA-Tencor Corp.,32.52%,PEP,PepsiCo Inc.,32.42%,SNI,Scripps Networks Interactive Inc.,-21.43%,AXP,American Express Co,19.22%,WAT,Waters Corporation,44.30%,CMS,CMS Energy
411,,,,-35.41%,CELG,Celgene Corp.,-40.82%,CCK,Crown Holdings,-43.98%,CB,Chubb Corp,-38.45%,PGR,Progressive Corp.,-28.76%,TIF,Tiffany & Co.,-42.10%,DXC,DXC Technology,-11.33%,AIV,Apartment Investment & Management,26.14%,HRB,Block H&R,3.90%,AVY,Avery Dennison Corp,5.71%,PBI,Pitney Bowes Inc,-5.62%,UNH,United Health Group Inc.,-19.33%,INTU,Intuit,-64.68%,GME,GameStop,67.64%,BXP,Boston Properties,40.10%,BLL,Ball Corp,31.00%,HSIC,Henry Schein,32.49%,SYY,Sysco Corp.,32.32%,ETN,Eaton Corporation,-21.44%,FOXA,Twenty-First Century Fox Class A,19.22%,K,Kellogg Co.,44.14%,WAT,Waters Corporation
412,,,,-37.27%,NEM,Newmont Mining Corporation,-43.15%,VTR,Ventas Inc,-44.12%,RSG,Republic Services Inc,-38.53%,RTN,Raytheon Co.,-29.64%,LB,L Brands Inc.,-42.11%,KR,Kroger Co.,-11.82%,BHGE,"Baker Hughes, a GE Company",25.84%,NI,NiSource Inc.,3.84%,CA,"CA, Inc.",5.16%,DISCA,Discovery Communications,-5.72%,HOG,Harley-Davidson,-19.98%,CNC,Centene Corporation,-64.79%,CDNS,Cadence Design Systems,66.92%,NE,Noble Corp,38.77%,PX,Praxair Inc.,30.63%,AEP,American Electric Power,31.97%,DRI,Darden Restaurants,32.21%,AES,AES Corp,-21.54%,PH,Parker-Hannifin,19.11%,WEC,Wec Energy Group Inc,43.91%,BIG,Big Lots Inc.
413,,,,-37.41%,MU,Micron Technology,-44.17%,MOS,The Mosaic Company,-44.13%,SUN,Sunoco Inc.,-38.66%,TSN,Tyson Foods,-29.88%,CTL,CenturyLink Inc,-42.62%,MS,Morgan Stanley,-11.86%,HOG,Harley-Davidson,25.75%,PAYX,Paychex Inc.,3.75%,SEE,Sealed Air,5.06%,TAP,Molson Coors Brewing Company,-6.48%,TSN,Tyson Foods,-20.73%,VRSN,Verisign Inc.,-67.10%,AAL,American Airlines Group,62.93%,YUM,Yum! Brands Inc,38.04%,DRI,Darden Restaurants,29.83%,LNT,Alliant Energy Corp,31.90%,CCK,Crown Holdings,32.19%,WMT,Wal-Mart Stores,-22.03%,CVX,Chevron Corp.,18.96%,BBY,Best Buy Co. Inc.,43.86%,TWX,Time Warner Inc.
414,,,,-38.95%,ANSS,ANSYS,-45.43%,IT,Gartner Inc,-44.32%,MO,Altria Group Inc,-38.79%,EIX,Edison Int'l,-30.56%,SBAC,SBA Communications,-42.90%,NOV,National Oilwell Varco Inc.,-12.12%,S,Sprint Nextel Corp.,24.93%,HP,Helmerich & Payne,3.30%,NI,NiSource Inc.,4.74%,VZ,Verizon Communications,-7.03%,TGT,Target Corp.,-20.74%,DHR,Danaher Corp.,-69.61%,EA,Electronic Arts,62.49%,TMO,Thermo Fisher Scientific,37.54%,CRM,Salesforce.com,29.73%,XLNX,Xilinx Inc,31.82%,GIS,General Mills,31.80%,AMT,American Tower Corp A,-22.39%,IBM,International Business Machines,18.77%,ESS,"Essex Property Trust, Inc.",43.59%,NI,NiSource Inc.
415,,,,-39.95%,FCX,Freeport-McMoRan Inc.,-47.03%,WDC,Western Digital,-44.41%,HST,Host Hotels & Resorts,-40.27%,SEE,Sealed Air,-33.35%,MCD,McDonald's Corp.,-42.98%,T,AT&T Inc,-12.27%,MRK,Merck & Co.,24.73%,HPQ,HP Inc.,3.14%,CTL,CenturyLink Inc,4.69%,PHM,Pulte Homes Inc.,-7.72%,SYMC,Symantec Corp.,-21.01%,TSCO,Tractor Supply Company,-70.09%,GGP,General Growth Properties Inc.,61.01%,FISV,Fiserv Inc,36.51%,EMN,Eastman Chemical,29.45%,AJG,Arthur J. Gallagher & Co.,31.68%,WAT,Waters Corporation,31.59%,CPB,Campbell Soup,-24.52%,CBS,CBS Corp.,18.68%,ANTM,Anthem Inc.,42.99%,ROST,Ross Stores
416,,,,-43.00%,VTR,Ventas Inc,-48.01%,SWN,Southwestern Energy,-45.15%,RE,Everest Re,-40.42%,WM,Waste Management Inc.,-34.66%,AXP,American Express Co,-43.28%,HON,Honeywell Int'l Inc.,-12.37%,NWL,Newell Brands,24.67%,AIZ,Assurant Inc,3.09%,FL,Foot Locker Inc,4.66%,WAT,Waters Corporation,-8.76%,LSI,LSI Corporation,-21.09%,GME,GameStop,-70.21%,ANDV,Andeavor,59.03%,MMM,3M Company,35.48%,CSX,CSX Corp.,29.37%,O,Realty Income Corporation,31.55%,RL,Polo Ralph Lauren Corp.,31.27%,O,Realty Income Corporation,-25.29%,NWSA,News Corp. Class A,18.66%,HIG,Hartford Financial Svc.Gp.,42.03%,FISV,Fiserv Inc
417,,,,-45.00%,INTU,Intuit,-48.12%,NBL,Noble Energy Inc,-45.22%,ALL,Allstate Corp,-40.46%,CLF,Cliffs Natural Resources,-35.20%,INCY,Incyte,-43.36%,DO,Diamond Offshore Drilling,-12.45%,LUV,Southwest Airlines,23.47%,SJM,JM Smucker,2.07%,LUV,Southwest Airlines,4.62%,DLTR,Dollar Tree,-11.17%,F,Ford Motor,-21.18%,SRE,Sempra Energy,-71.25%,ZION,Zions Bancorp,51.64%,CHRW,C. H. Robinson Worldwide,35.27%,UPS,United Parcel Service,28.59%,VRSN,Verisign Inc.,30.90%,CCL,Carnival Corp.,31.20%,CNP,CenterPoint Energy,-25.84%,AMD,Advanced Micro Devices,18.34%,IPG,Interpublic Group,42.02%,URBN,Urban Outfitters
418,,,,-46.02%,ES,Eversource Energy,-48.77%,PVH,PVH Corp.,-45.64%,RTN,Raytheon Co.,-41.78%,NWL,Newell Brands,-35.80%,EL,Estee Lauder Cos.,-43.37%,THC,Tenet Healthcare,-12.58%,RHI,Robert Half International,23.17%,BMS,Bemis Company,2.00%,KR,Kroger Co.,4.15%,PH,Parker-Hannifin,-11.48%,ROST,Ross Stores,-22.11%,EL,Estee Lauder Cos.,-72.12%,S,Sprint Nextel Corp.,51.22%,LUV,Southwest Airlines,33.32%,ACN,Accenture plc,28.26%,BXP,Boston Properties,29.85%,PG,Procter & Gamble,30.81%,KMI,Kinder Morgan,-26.15%,WMB,Williams Cos.,17.81%,AJG,Arthur J. Gallagher & Co.,41.76%,ORCL,Oracle Corp.
419,,,,-57.40%,KMX,Carmax Inc,-48.91%,BHGE,"Baker Hughes, a GE Company",-45.94%,SWN,Southwestern Energy,-42.07%,DVA,DaVita,-35.93%,AKS,AK Steel Holding Corp.,-44.02%,BIIB,Biogen Inc.,-12.61%,ABT,Abbott Laboratories,22.86%,FII,Federated Investors,1.95%,AJG,Arthur J. Gallagher & Co.,4.11%,CMA,Comerica Inc.,-11.57%,AAP,Advance Auto Parts,-22.54%,UPS,United Parcel Service,-73.00%,HBAN,Huntington Bancshares,44.73%,AMAT,Applied Materials Inc,33.29%,ECL,Ecolab,27.84%,MTD,Mettler Toledo,29.64%,TGT,Target Corp.,30.66%,CAG,Conagra Brands,-26.34%,AMG,Affiliated Managers Group Inc,17.79%,BHGE,"Baker Hughes, a GE Company",41.16%,FHN,First Horizon
420,,,,-59.14%,AAPL,Apple Inc.,-51.01%,HOLX,Hologic,-47.85%,ABC,AmerisourceBergen Corp,-43.23%,VTR,Ventas Inc,-36.00%,BIG,Big Lots Inc.,-45.08%,BA,Boeing Company,-12.67%,MCK,McKesson Corp.,22.57%,JNJ,Johnson & Johnson,1.92%,MS,Morgan Stanley,4.06%,MKC,McCormick & Co.,-12.46%,XLNX,Xilinx Inc,-23.17%,USB,U.S. Bancorp,-74.62%,KEY,KeyCorp,44.23%,MRO,Marathon Oil Corp.,33.26%,SJM,JM Smucker,26.97%,WDC,Western Digital,29.46%,JWN,Nordstrom,30.55%,RHT,Red Hat Inc.,-26.89%,EVHC,Envision Healthcare,17.71%,CBS,CBS Corp.,41.08%,EMN,Eastman Chemical
421,,,,-66.14%,IDXX,IDEXX Laboratories,-52.17%,LH,Laboratory Corp. of America Holding,-48.43%,MOS,The Mosaic Company,-43.46%,ANF,Abercrombie & Fitch,-36.05%,CLF,Cliffs Natural Resources,-45.44%,SLB,Schlumberger Ltd.,-12.80%,ATI,Allegheny Technologies,22.46%,CTL,CenturyLink Inc,1.57%,BK,The Bank of New York Mellon Corp.,3.74%,URBN,Urban Outfitters,-12.75%,MMC,Marsh & McLennan,-23.65%,CAT,Caterpillar Inc.,-74.91%,VLO,Valero Energy,42.08%,DTE,DTE Energy,33.16%,ALGN,Align Technology,26.18%,FLS,Flowserve Corporation,29.26%,RIG,Transocean,30.45%,NAVI,Navient,-27.02%,WRK,WestRock Company,17.69%,JBHT,J. B. Hunt Transport Services,41.04%,WEC,Wec Energy Group Inc
422,,,,-81.08%,LH,Laboratory Corp. of America Holding,-52.30%,AN,AutoNation Inc,-50.79%,NOC,Northrop Grumman Corp.,-46.08%,JWN,Nordstrom,-36.62%,FCX,Freeport-McMoRan Inc.,-46.70%,HD,Home Depot,-13.49%,SWK,Stanley Black & Decker,22.39%,EFX,Equifax Inc.,1.45%,SYMC,Symantec Corp.,3.72%,HBAN,Huntington Bancshares,-12.84%,SHLD,Sears Holding Corporation,-24.00%,WIN,Windstream Holdings Inc,-75.32%,RF,Regions Financial Corp.,40.19%,DVA,DaVita,32.39%,AEE,Ameren Corp,25.74%,PKI,PerkinElmer,29.01%,PBCT,People's United Financial,30.21%,MON,Monsanto Co.,-27.21%,JCP,J.C. Penney,17.52%,TWX,Time Warner Inc.,40.92%,MSI,Motorola Solutions Inc.
423,,,,,,,-54.26%,REGN,Regeneron,-51.72%,BHGE,"Baker Hughes, a GE Company",-46.10%,CCE,Coca-Cola Enterprises,-36.69%,AMAT,Applied Materials Inc,-46.77%,ADBE,Adobe Systems Inc,-14.43%,WAT,Waters Corporation,21.98%,BBT,BB&T Corporation,1.43%,SJM,JM Smucker,3.45%,NEM,Newmont Mining Corporation,-13.08%,NEM,Newmont Mining Corporation,-24.55%,INTC,Intel Corp.,-88.11%,C,Citigroup Inc.,38.84%,AVY,Avery Dennison Corp,31.84%,SCG,SCANA Corp,24.68%,EIX,Edison Int'l,28.88%,KIM,Kimco Realty,30.18%,EL,Estee Lauder Cos.,-27.25%,ETN,Eaton Corporation,17.49%,CHD,Church & Dwight,40.38%,AEP,American Electric Power
424,,,,,,,-55.54%,ESV,Ensco plc,-52.66%,CCK,Crown Holdings,-47.37%,BIG,Big Lots Inc.,-37.56%,LRCX,Lam Research,-46.80%,HAL,Halliburton Co.,-14.59%,BK,The Bank of New York Mellon Corp.,21.17%,BRK.B,Berkshire Hathaway,0.83%,INTU,Intuit,3.20%,ROST,Ross Stores,-13.10%,FDX,FedEx Corporation,-25.02%,WAT,Waters Corporation,-89.15%,MGM,MGM Resorts International,37.98%,ENDP,Endo International plc,31.28%,TWX,Time Warner Inc.,24.02%,WYNN,Wynn Resorts,28.83%,K,Kellogg Co.,30.10%,ULTA,Ulta Salon Cosmetics & Fragrance Inc,-27.44%,EMR,Emerson Electric Company,16.65%,JNJ,Johnson & Johnson,39.41%,APD,Air Products & Chemicals Inc
425,,,,,,,-56.35%,RDC,Rowan Companies Plc,-53.60%,LMT,Lockheed Martin Corp.,-47.37%,PBI,Pitney Bowes Inc,-37.75%,JBL,Jabil Circuit,-47.95%,REGN,Regeneron,-14.81%,ISRG,Intuitive Surgical Inc.,20.46%,AIV,Apartment Investment & Management,-0.25%,EXPE,Expedia Inc.,3.13%,ITW,Illinois Tool Works,-14.03%,CCL,Carnival Corp.,-25.63%,MRK,Merck & Co.,nan%,KG,King Pharmaceuticals Inc.,34.96%,ANTM,Anthem Inc.,31.27%,CCK,Crown Holdings,23.95%,MRK,Merck & Co.,28.32%,T,AT&T Inc,30.06%,CCL,Carnival Corp.,-27.70%,QRVO,Qorvo,16.28%,EIX,Edison Int'l,39.24%,NTRS,Northern Trust Corp.
426,,,,,,,-58.58%,NEM,Newmont Mining Corporation,-53.90%,GT,Goodyear Tire & Rubber,-47.61%,SVU,Supervalu Inc.,-39.09%,EIX,Edison Int'l,-48.66%,QCOM,QUALCOMM Inc.,-15.15%,URI,"United Rentals, Inc.",19.79%,BMY,Bristol-Myers Squibb,-0.34%,IFF,Intl Flavors & Fragrances,3.01%,PFE,Pfizer Inc.,-14.05%,ENDP,Endo International plc,-25.83%,VAR,Varian Medical Systems,84.46%,VRTX,Vertex Pharmaceuticals Inc,34.93%,DG,Dollar General,30.30%,BIG,Big Lots Inc.,23.86%,CLX,The Clorox Company,28.23%,RSG,Republic Services Inc,30.00%,GWW,Grainger (W.W.) Inc.,-27.88%,NAVI,Navient,15.77%,TXT,Textron Inc.,39.23%,CI,CIGNA Corp.
427,,,,,,,-58.94%,TMO,Thermo Fisher Scientific,-54.11%,NOV,National Oilwell Varco Inc.,-48.95%,BSX,Boston Scientific,-39.11%,SCHW,Charles Schwab Corporation,-49.21%,ADI,"Analog Devices, Inc.",-15.56%,TER,Teradyne,18.38%,FISV,Fiserv Inc,-0.35%,OMC,Omnicom Group,2.72%,IR,Ingersoll-Rand PLC,-15.84%,DRE,Duke Realty Corp,-26.12%,HSY,The Hershey Company,47.96%,AGN,"Allergan, Inc",31.74%,RRC,Range Resources Corp.,30.10%,NEM,Newmont Mining Corporation,23.42%,PLD,Prologis,28.15%,TER,Teradyne,29.94%,SPG,Simon Property Group Inc,-27.93%,COP,ConocoPhillips,15.43%,CRM,Salesforce.com,38.94%,BSX,Boston Scientific
