,1995-2000,ticker,company,1996-2001,ticker,company,1997-2002,ticker,company,1998-2003,ticker,company,1999-2004,ticker,company,2000-2005,ticker,company,2001-2006,ticker,company,2002-2007,ticker,company,2003-2008,ticker,company,2004-2009,ticker,company,2005-2010,ticker,company,2006-2011,ticker,company,2007-2012,ticker,company,2008-2013,ticker,company,2009-2014,ticker,company,2010-2015,ticker,company,2011-2016,ticker,company,2012-2017,ticker,company,2013-2018,ticker,company
440,-50.63%,SWN,Southwestern Energy,-58.99%,ILMN,Illumina Inc,-28.86%,FL,Foot Locker Inc,-50.60%,EIX,Edison Int'l,-35.82%,RTN,Raytheon Co.,-36.30%,ALGN,Align Technology,-16.14%,DUK,Duke Energy,11.28%,WMB,Williams Cos.,87.78%,PNC,PNC Financial Services,-3.41%,IBM,International Business Machines,21.34%,CBG,CBRE Group,10.66%,COO,The Cooper Companies,-31.40%,HST,Host Hotels & Resorts,60.20%,AYI,Acuity Brands Inc,162.98%,GPC,Genuine Parts,136.60%,O,Realty Income Corporation,259.21%,VRTX,Vertex Pharmaceuticals Inc,91.78%,ARE,Alexandria Real Estate Equities Inc,302.38%,LMT,Lockheed Martin Corp.
441,-51.06%,RRC,Range Resources Corp.,-59.73%,OI,Owens-Illinois,-29.53%,JCP,J.C. Penney,-50.82%,DO,Diamond Offshore Drilling,-35.87%,SCHW,Charles Schwab Corporation,-36.36%,WMB,Williams Cos.,-17.25%,INTC,Intel Corp.,11.19%,CNP,CenterPoint Energy,86.27%,CMS,CMS Energy,-5.19%,EMN,Eastman Chemical,20.51%,SCG,SCANA Corp,9.79%,SYY,Sysco Corp.,-31.97%,BHGE,"Baker Hughes, a GE Company",59.00%,FIS,Fidelity National Information Services,161.42%,LEG,Leggett & Platt,133.91%,IP,International Paper,255.87%,EXPE,Expedia Inc.,91.28%,ESS,"Essex Property Trust, Inc.",284.52%,AAL,American Airlines Group
442,-54.04%,FL,Foot Locker Inc,-60.09%,MOS,The Mosaic Company,-30.44%,X,United States Steel Corporation,-51.19%,RIG,Transocean,-36.12%,NWL,Newell Brands,-36.48%,T,AT&T Inc,-17.32%,GT,Goodyear Tire & Rubber,10.64%,NVDA,Nvidia Corporation,85.89%,USB,U.S. Bancorp,-5.80%,AEE,Ameren Corp,19.35%,EQR,Equity Residential,8.83%,HST,Host Hotels & Resorts,-34.06%,CSCO,Cisco Systems,58.18%,PNR,Pentair Ltd.,161.02%,MPC,Marathon Petroleum,133.51%,SRE,Sempra Energy,251.50%,UNH,United Health Group Inc.,90.44%,HSY,The Hershey Company,268.30%,RTN,Raytheon Co.
443,-63.61%,HUM,Humana Inc.,-60.90%,AN,AutoNation Inc,-32.76%,TMO,Thermo Fisher Scientific,-51.24%,GME,GameStop,-36.37%,WM,Waste Management Inc.,-36.92%,UNM,Unum Group,-17.97%,KSS,Kohl's,10.07%,BK,The Bank of New York Mellon Corp.,84.25%,BLL,Ball Corp,-5.89%,V,Visa Inc.,17.99%,BMS,Bemis Company,5.80%,EXPE,Expedia Inc.,-35.02%,PRU,Prudential Financial,57.90%,PSX,Phillips 66,159.66%,BLL,Ball Corp,130.75%,DHR,Danaher Corp.,237.00%,ALGN,Align Technology,89.94%,MAA,Mid-America Apartments,258.42%,MNST,Monster Beverage
444,-71.08%,LH,Laboratory Corp. of America Holding,-62.93%,NEM,Newmont Mining Corporation,-33.71%,MAT,Mattel Inc.,-51.81%,HUM,Humana Inc.,-36.38%,CCE,Coca-Cola Enterprises,-38.08%,IVZ,Invesco Ltd.,-18.02%,EL,Estee Lauder Cos.,10.00%,TDG,TransDigm Group,83.43%,GWW,Grainger (W.W.) Inc.,-6.01%,TGT,Target Corp.,17.87%,NTRS,Northern Trust Corp.,5.19%,USB,U.S. Bancorp,-35.09%,NRG,NRG Energy,53.03%,ORCL,Oracle Corp.,155.87%,LRCX,Lam Research,130.05%,MKC,McCormick & Co.,233.67%,MHK,Mohawk Industries,89.73%,CCE,Coca-Cola Enterprises,254.06%,URI,"United Rentals, Inc."
445,-75.69%,PXD,Pioneer Natural Resources,-66.67%,EQIX,Equinix,-34.54%,AKS,AK Steel Holding Corp.,-51.88%,CDNS,Cadence Design Systems,-36.62%,GPS,Gap Inc.,-39.60%,VRTX,Vertex Pharmaceuticals Inc,-18.15%,WIN,Windstream Holdings Inc,9.70%,NTRS,Northern Trust Corp.,82.84%,TAP,Molson Coors Brewing Company,-6.26%,JNPR,Juniper Networks,17.34%,CLX,The Clorox Company,1.91%,CBG,CBRE Group,-35.26%,HPQ,HP Inc.,51.82%,ISRG,Intuitive Surgical Inc.,154.95%,COF,Capital One Financial,128.97%,MSI,Motorola Solutions Inc.,222.50%,AMGN,Amgen Inc,88.51%,AEP,American Electric Power,241.58%,ALK,Alaska Air Group Inc
446,-79.80%,VTR,Ventas Inc,-66.91%,FCX,Freeport-McMoRan Inc.,-35.20%,A,Agilent Technologies Inc,-52.03%,JCP,J.C. Penney,-37.00%,NDAQ,"Nasdaq, Inc.",-39.80%,AMT,American Tower Corp A,-21.29%,ADP,Automatic Data Processing,8.96%,DXC,DXC Technology,82.36%,INTC,Intel Corp.,-6.54%,AMGN,Amgen Inc,15.67%,AWK,American Water Works Company Inc,-0.05%,MMC,Marsh & McLennan,-35.83%,WHR,Whirlpool Corp.,50.22%,ECL,Ecolab,153.77%,CHD,Church & Dwight,126.71%,PNR,Pentair Ltd.,211.45%,SPGI,"S&P Global, Inc.",87.26%,DLTR,Dollar Tree,237.47%,NDAQ,"Nasdaq, Inc."
447,-89.05%,KMX,Carmax Inc,-67.73%,VTR,Ventas Inc,-37.95%,HUM,Humana Inc.,-52.42%,CPB,Campbell Soup,-37.16%,ATI,Allegheny Technologies,-40.11%,F,Ford Motor,-22.46%,ADI,"Analog Devices, Inc.",8.83%,JBL,Jabil Circuit,80.08%,MKC,McCormick & Co.,-6.94%,AOS,A.O. Smith,15.60%,JNJ,Johnson & Johnson,-1.33%,HSY,The Hershey Company,-36.14%,AMAT,Applied Materials Inc,49.42%,CNC,Centene Corporation,148.75%,SRE,Sempra Energy,125.83%,ZION,Zions Bancorp,202.33%,CVS,CVS Health,87.17%,OKE,ONEOK,234.59%,IDXX,IDEXX Laboratories
448,,,,-68.57%,IT,Gartner Inc,-45.50%,AMT,American Tower Corp A,-52.70%,MSI,Motorola Solutions Inc.,-38.33%,ALK,Alaska Air Group Inc,-40.36%,GT,Goodyear Tire & Rubber,-23.58%,BIIB,Biogen Inc.,8.58%,DUK,Duke Energy,79.63%,TRV,The Travelers Companies Inc.,-7.31%,TSCO,Tractor Supply Company,15.42%,STX,Seagate Technology,-3.86%,WU,Western Union Co,-36.19%,SCHW,Charles Schwab Corporation,47.93%,XEL,Xcel Energy Inc,147.66%,URBN,Urban Outfitters,124.87%,COF,Capital One Financial,189.38%,VRSN,Verisign Inc.,86.36%,IGT,International Game Technology,225.59%,VLO,Valero Energy
449,,,,-71.10%,JCP,J.C. Penney,-45.60%,GT,Goodyear Tire & Rubber,-53.33%,PWR,Quanta Services Inc.,-38.81%,KR,Kroger Co.,-40.43%,DXC,DXC Technology,-25.24%,AMT,American Tower Corp A,7.97%,MDT,Medtronic plc,78.83%,ARNC,Arconic Inc,-8.31%,UNH,United Health Group Inc.,14.38%,ETN,Eaton Corporation,-4.75%,IP,International Paper,-36.48%,NWL,Newell Brands,43.58%,HP,Helmerich & Payne,146.01%,MRO,Marathon Oil Corp.,123.68%,UPS,United Parcel Service,181.95%,DHI,D. R. Horton,85.85%,SJM,JM Smucker,211.49%,AIZ,Assurant Inc
450,,,,-73.10%,HOLX,Hologic,-47.06%,TSN,Tyson Foods,-58.74%,JNPR,Juniper Networks,-39.56%,CDNS,Cadence Design Systems,-41.42%,SNPS,Synopsys Inc.,-25.89%,LUV,Southwest Airlines,7.61%,XEL,Xcel Energy Inc,76.80%,MCO,Moody's Corp,-9.99%,INTU,Intuit,13.96%,SNPS,Synopsys Inc.,-7.29%,PDCO,Patterson Companies,-37.78%,STT,State Street Corp.,43.51%,CCK,Crown Holdings,144.57%,VRTX,Vertex Pharmaceuticals Inc,121.98%,EQIX,Equinix,175.39%,DLTR,Dollar Tree,84.77%,DG,Dollar General,206.62%,MAS,Masco Corp.
451,,,,-73.10%,WDC,Western Digital,-47.62%,PXD,Pioneer Natural Resources,-59.18%,A,Agilent Technologies Inc,-40.20%,F,Ford Motor,-41.82%,AMZN,Amazon.com Inc,-26.23%,FITB,Fifth Third Bancorp,5.95%,GE,General Electric,76.04%,GPC,Genuine Parts,-10.75%,GS,Goldman Sachs Group,13.55%,WIN,Windstream Holdings Inc,-9.43%,EXC,Exelon Corp.,-37.85%,GT,Goodyear Tire & Rubber,42.47%,WDC,Western Digital,144.09%,MKC,McCormick & Co.,120.07%,MNK,Mallinckrodt,172.62%,DXC,DXC Technology,84.48%,AJG,Arthur J. Gallagher & Co.,202.57%,MCHP,Microchip Technology
452,,,,-77.06%,RHT,Red Hat Inc.,-50.02%,DNR,Denbury Resources,-60.06%,WDC,Western Digital,-41.86%,URI,"United Rentals, Inc.",-42.17%,INTC,Intel Corp.,-26.36%,NYT,The New York Times Co.,5.18%,ABT,Abbott Laboratories,75.77%,AXP,American Express Co,-11.15%,CI,CIGNA Corp.,13.15%,EL,Estee Lauder Cos.,-10.73%,AXP,American Express Co,-37.87%,HOG,Harley-Davidson,42.44%,IPG,Interpublic Group,143.49%,MTB,M&T Bank Corp.,118.48%,MTB,M&T Bank Corp.,172.04%,HCA,HCA Holdings,84.25%,CCL,Carnival Corp.,200.57%,ADSK,Autodesk Inc
453,,,,-77.31%,XRX,Xerox Corp.,-51.19%,CLF,Cliffs Natural Resources,-60.74%,HAL,Halliburton Co.,-43.31%,T,AT&T Inc,-42.46%,CDNS,Cadence Design Systems,-26.53%,KO,Coca-Cola Company,5.16%,DISCA,Discovery Communications,75.30%,CLX,The Clorox Company,-11.57%,BBT,BB&T Corporation,13.04%,AVGO,Broadcom,-19.07%,RIG,Transocean,-38.01%,AKAM,Akamai Technologies Inc,42.42%,FISV,Fiserv Inc,143.45%,PX,Praxair Inc.,116.01%,STI,SunTrust Banks,171.78%,CHD,Church & Dwight,83.78%,ES,Eversource Energy,198.41%,AMP,Ameriprise Financial
454,,,,-78.87%,GRA,W.R. Grace,-53.10%,FCX,Freeport-McMoRan Inc.,-61.57%,OI,Owens-Illinois,-43.52%,IT,Gartner Inc,-42.47%,MRK,Merck & Co.,-27.19%,VZ,Verizon Communications,4.93%,TXN,Texas Instruments,74.74%,NEM,Newmont Mining Corporation,-12.36%,MAR,Marriott Int'l.,12.04%,GRMN,Garmin Ltd.,-22.07%,BBT,BB&T Corporation,-38.18%,NBR,Nabors Industries,39.75%,XEC,Cimarex Energy,143.33%,GME,GameStop,114.08%,FDX,FedEx Corporation,170.69%,AWK,American Water Works Company Inc,83.76%,A,Agilent Technologies Inc,196.30%,ITW,Illinois Tool Works
455,,,,-79.04%,CCK,Crown Holdings,-53.47%,HAL,Halliburton Co.,-63.11%,KSU,Kansas City Southern,-44.24%,CPB,Campbell Soup,-42.78%,ETFC,E*Trade,-27.21%,WMB,Williams Cos.,4.39%,MSFT,Microsoft Corp.,74.23%,EL,Estee Lauder Cos.,-12.61%,NEM,Newmont Mining Corporation,11.58%,DPS,Dr Pepper Snapple Group,-22.23%,PLD,Prologis,-38.37%,REG,Regency Centers Corporation,39.55%,NSC,Norfolk Southern Corp.,138.90%,HIG,Hartford Financial Svc.Gp.,112.10%,GRMN,Garmin Ltd.,160.83%,LKQ,LKQ Corporation,83.48%,CSX,CSX Corp.,195.75%,SYK,Stryker Corp.
456,,,,-81.36%,KMX,Carmax Inc,-55.83%,NEM,Newmont Mining Corporation,-64.37%,UNM,Unum Group,-44.36%,CNP,CenterPoint Energy,-46.01%,AMAT,Applied Materials Inc,-27.27%,AGN,"Allergan, Inc",2.21%,KLAC,KLA-Tencor Corp.,73.29%,K,Kellogg Co.,-14.18%,PLD,Prologis,11.41%,NEM,Newmont Mining Corporation,-36.65%,MHK,Mohawk Industries,-39.84%,FII,Federated Investors,38.78%,SCG,SCANA Corp,138.84%,AWK,American Water Works Company Inc,111.36%,AEE,Ameren Corp,157.68%,HSIC,Henry Schein,82.63%,MRK,Merck & Co.,188.14%,UNM,Unum Group
457,,,,-85.49%,AKAM,Akamai Technologies Inc,-56.09%,OI,Owens-Illinois,-65.25%,MOS,The Mosaic Company,-46.72%,MU,Micron Technology,-48.20%,CCI,Crown Castle International Corp.,-28.02%,AIG,"American International Group, Inc.",1.05%,CAH,Cardinal Health,73.20%,TGT,Target Corp.,-14.61%,WIN,Windstream Holdings Inc,10.14%,WMT,Wal-Mart Stores,-40.59%,UNH,United Health Group Inc.,-39.94%,FTR,Frontier Communications,37.97%,DUK,Duke Energy,132.85%,MMC,Marsh & McLennan,110.79%,INTC,Intel Corp.,157.19%,GOOG,Alphabet Inc Class C,81.70%,T,AT&T Inc,183.47%,GLW,Corning Inc.
458,,,,-98.42%,PCLN,Priceline.com Inc,-56.20%,AN,AutoNation Inc,-65.32%,RRC,Range Resources Corp.,-48.34%,BMY,Bristol-Myers Squibb,-48.23%,TXN,Texas Instruments,-28.44%,GPS,Gap Inc.,0.80%,VZ,Verizon Communications,72.46%,ABC,AmerisourceBergen Corp,-15.66%,BBY,Best Buy Co. Inc.,9.68%,KSS,Kohl's,-47.63%,JCI,Johnson Controls Inc,-39.96%,AVP,Avon Products,37.59%,TIF,Tiffany & Co.,132.84%,PDCO,Patterson Companies,107.57%,PRU,Prudential Financial,143.93%,ACN,Accenture plc,81.54%,PNR,Pentair Ltd.,182.73%,PFG,Principal Financial Group
459,,,,,,,-56.45%,XRX,Xerox Corp.,-69.89%,BIG,Big Lots Inc.,-50.37%,PWR,Quanta Services Inc.,-48.38%,MSFT,Microsoft Corp.,-29.26%,KR,Kroger Co.,0.48%,AJG,Arthur J. Gallagher & Co.,71.60%,BIIB,Biogen Inc.,-15.76%,EL,Estee Lauder Cos.,8.35%,VAR,Varian Medical Systems,-55.38%,MCO,Moody's Corp,-40.07%,PLD,Prologis,37.02%,PX,Praxair Inc.,132.47%,CAT,Caterpillar Inc.,107.19%,XEL,Xcel Energy Inc,143.59%,BSX,Boston Scientific,80.60%,Q,Qwest Communications,179.50%,MO,Altria Group Inc
460,,,,,,,-59.69%,BIG,Big Lots Inc.,-70.84%,ANDV,Andeavor,-50.69%,MOS,The Mosaic Company,-49.26%,HPQ,HP Inc.,-29.48%,TXN,Texas Instruments,-0.05%,JNPR,Juniper Networks,70.52%,PGR,Progressive Corp.,-15.84%,MSFT,Microsoft Corp.,7.12%,EXPE,Expedia Inc.,-64.03%,FHN,First Horizon,-40.71%,GM,General Motors,35.59%,LNT,Alliant Energy Corp,132.14%,CCK,Crown Holdings,106.16%,DUK,Duke Energy,142.89%,ESS,"Essex Property Trust, Inc.",80.38%,BMS,Bemis Company,179.09%,LLL,L-3 Communications Holdings
461,,,,,,,-62.46%,HOLX,Hologic,-71.15%,CCI,Crown Castle International Corp.,-53.06%,CCI,Crown Castle International Corp.,-50.51%,SBAC,SBA Communications,-30.01%,NTRS,Northern Trust Corp.,-1.48%,WYN,Wyndham Worldwide,69.01%,AEE,Ameren Corp,-16.31%,DISCK,Discovery Communications,5.34%,BBY,Best Buy Co. Inc.,-69.05%,BSX,Boston Scientific,-40.75%,SEE,Sealed Air,33.34%,BXP,Boston Properties,131.75%,WEC,Wec Energy Group Inc,104.08%,FB,"Facebook, Inc.",140.80%,ECL,Ecolab,80.10%,PCG,PG&E Corp.,174.81%,ANDV,Andeavor
462,,,,,,,-64.45%,MOS,The Mosaic Company,-71.71%,ATI,Allegheny Technologies,-53.61%,TWX,Time Warner Inc.,-50.70%,BMY,Bristol-Myers Squibb,-31.37%,LLY,Lilly (Eli) & Co.,-2.62%,DLTR,Dollar Tree,67.27%,FDX,FedEx Corporation,-16.86%,LEG,Leggett & Platt,5.30%,MKC,McCormick & Co.,-69.29%,EA,Electronic Arts,-40.84%,RCL,Royal Caribbean Cruises Ltd,32.48%,COF,Capital One Financial,129.58%,TRV,The Travelers Companies Inc.,103.85%,LRCX,Lam Research,140.69%,FIS,Fidelity National Information Services,79.77%,COL,Rockwell Collins,169.26%,HON,Honeywell Int'l Inc.
463,,,,,,,-68.14%,IT,Gartner Inc,-71.95%,CMS,CMS Energy,-56.07%,S,Sprint Nextel Corp.,-51.03%,ORCL,Oracle Corp.,-31.98%,CDNS,Cadence Design Systems,-2.85%,KSS,Kohl's,67.07%,SCG,SCANA Corp,-17.92%,UPS,United Parcel Service,3.34%,ARE,Alexandria Real Estate Equities Inc,nan%,BHF,Brighthouse Financial Inc,-40.97%,COF,Capital One Financial,32.42%,WYNN,Wynn Resorts,128.36%,DRI,Darden Restaurants,101.23%,CLX,The Clorox Company,140.55%,UAL,United Continental Holdings,79.45%,XEL,Xcel Energy Inc,168.96%,FDX,FedEx Corporation
464,,,,,,,-69.98%,ILMN,Illumina Inc,-72.17%,GLW,Corning Inc.,-57.63%,SBAC,SBA Communications,-51.25%,QCOM,QUALCOMM Inc.,-34.57%,A,Agilent Technologies Inc,-3.12%,IP,International Paper,65.24%,DHI,D. R. Horton,-18.93%,STT,State Street Corp.,2.70%,GPC,Genuine Parts,211.15%,ALGN,Align Technology,-41.46%,MSI,Motorola Solutions Inc.,30.11%,PKI,PerkinElmer,126.72%,ESS,"Essex Property Trust, Inc.",101.20%,DRI,Darden Restaurants,137.07%,NEE,NextEra Energy,78.86%,GIS,General Mills,162.55%,ADP,Automatic Data Processing
465,,,,,,,-72.11%,RRC,Range Resources Corp.,-73.79%,IT,Gartner Inc,-57.64%,MCK,McKesson Corp.,-52.02%,JNPR,Juniper Networks,-34.57%,BK,The Bank of New York Mellon Corp.,-3.15%,TGNA,"Tegna, Inc.",61.64%,MSFT,Microsoft Corp.,-19.45%,KSS,Kohl's,2.06%,DXC,DXC Technology,146.50%,OKE,ONEOK,-41.71%,JCI,Johnson Controls Inc,29.78%,FOX,Twenty-First Century Fox Class B,126.53%,AJG,Arthur J. Gallagher & Co.,100.40%,FLS,Flowserve Corporation,134.89%,RCL,Royal Caribbean Cruises Ltd,78.13%,GPC,Genuine Parts,161.08%,BAC,Bank of America Corp
466,,,,,,,-73.33%,ALGN,Align Technology,-74.19%,CA,"CA, Inc.",-59.03%,IPG,Interpublic Group,-52.14%,SCHW,Charles Schwab Corporation,-35.10%,CMCSA,Comcast Corp.,-4.14%,VIAB,Viacom Inc.,60.36%,COF,Capital One Financial,-19.49%,MRK,Merck & Co.,-0.31%,AN,AutoNation Inc,139.85%,LKQ,LKQ Corporation,-41.76%,ATI,Allegheny Technologies,28.68%,CVS,CVS Health,126.06%,NSC,Norfolk Southern Corp.,100.32%,PLD,Prologis,129.75%,MMC,Marsh & McLennan,77.59%,ALB,Albemarle Corp,160.51%,HBI,Hanesbrands Inc
467,,,,,,,-73.94%,RHT,Red Hat Inc.,-76.46%,XRX,Xerox Corp.,-60.15%,AES,AES Corp,-52.99%,GPS,Gap Inc.,-36.82%,JCI,Johnson Controls Inc,-4.58%,IVZ,Invesco Ltd.,59.37%,SYMC,Symantec Corp.,-20.55%,DXC,DXC Technology,-1.59%,PRU,Prudential Financial,129.31%,DISCK,Discovery Communications,-42.38%,NVDA,Nvidia Corporation,28.63%,DHR,Danaher Corp.,124.50%,D,Dominion Energy,100.28%,SCG,SCANA Corp,125.12%,LEG,Leggett & Platt,76.97%,WAT,Waters Corporation,158.42%,HRL,Hormel Foods Corp.
468,,,,,,,-75.88%,CHK,Chesapeake Energy,-78.31%,RHT,Red Hat Inc.,-61.18%,OI,Owens-Illinois,-54.86%,CA,"CA, Inc.",-36.91%,MMC,Marsh & McLennan,-5.71%,ARNC,Arconic Inc,58.41%,WM,Waste Management Inc.,-21.24%,PGR,Progressive Corp.,-1.64%,TGT,Target Corp.,103.96%,WAT,Waters Corporation,-42.70%,CDNS,Cadence Design Systems,28.54%,CHRW,C. H. Robinson Worldwide,123.67%,GS,Goldman Sachs Group,96.04%,BDX,Becton Dickinson,124.60%,BLL,Ball Corp,76.18%,D,Dominion Energy,157.63%,KEY,KeyCorp
469,,,,,,,-77.90%,EQIX,Equinix,-79.68%,AMT,American Tower Corp A,-62.05%,WMB,Williams Cos.,-57.26%,FFIV,F5 Networks,-39.69%,T,AT&T Inc,-5.85%,BAX,Baxter International Inc.,55.24%,PDCO,Patterson Companies,-21.37%,PRU,Prudential Financial,-1.91%,JNPR,Juniper Networks,95.65%,PX,Praxair Inc.,-42.71%,GE,General Electric,28.25%,PGR,Progressive Corp.,122.84%,BIG,Big Lots Inc.,95.11%,SNPS,Synopsys Inc.,119.56%,HRS,Harris Corporation,75.65%,DNB,Dun & Bradstreet,155.05%,PAYX,Paychex Inc.
470,,,,,,,-77.95%,WDC,Western Digital,-79.73%,INCY,Incyte,-63.40%,INCY,Incyte,-57.52%,PWR,Quanta Services Inc.,-40.85%,XLNX,Xilinx Inc,-5.93%,MRK,Merck & Co.,52.81%,COO,The Cooper Companies,-21.62%,SYMC,Symantec Corp.,-2.30%,INTC,Intel Corp.,92.18%,ADS,Alliance Data Systems,-43.08%,MET,MetLife Inc.,26.83%,VIAB,Viacom Inc.,122.75%,EMR,Emerson Electric Company,94.67%,HIG,Hartford Financial Svc.Gp.,115.98%,MAC,Macerich,75.48%,MAC,Macerich,153.54%,EW,Edwards Lifesciences
471,,,,,,,-88.64%,GRA,W.R. Grace,-81.93%,CCK,Crown Holdings,-63.40%,AMT,American Tower Corp A,-57.79%,S,Sprint Nextel Corp.,-42.21%,SCHW,Charles Schwab Corporation,-6.53%,AMAT,Applied Materials Inc,46.92%,IBM,International Business Machines,-21.99%,CMCSA,Comcast Corp.,-3.83%,WU,Western Union Co,82.32%,INTU,Intuit,-43.48%,SLG,SL Green Realty,26.50%,MMM,3M Company,121.83%,UPS,United Parcel Service,93.94%,STT,State Street Corp.,113.07%,LNT,Alliant Energy Corp,74.59%,INTC,Intel Corp.,152.97%,HBAN,Huntington Bancshares
472,,,,,,,-92.98%,PCLN,Priceline.com Inc,-83.64%,ALGN,Align Technology,-67.29%,CCK,Crown Holdings,-58.74%,MSI,Motorola Solutions Inc.,-44.44%,PFE,Pfizer Inc.,-7.04%,AIG,"American International Group, Inc.",46.56%,VRTX,Vertex Pharmaceuticals Inc,-22.38%,GRMN,Garmin Ltd.,-5.86%,PGR,Progressive Corp.,80.91%,SJM,JM Smucker,-44.33%,LUV,Southwest Airlines,25.26%,AIV,Apartment Investment & Management,121.72%,VAR,Varian Medical Systems,91.44%,MAA,Mid-America Apartments,112.93%,TAP,Molson Coors Brewing Company,73.88%,IVZ,Invesco Ltd.,151.98%,ROK,Rockwell Automation Inc.
473,,,,,,,-94.57%,CCK,Crown Holdings,-87.05%,AES,AES Corp,-69.73%,UNM,Unum Group,-59.24%,CMS,CMS Energy,-45.48%,CMS,CMS Energy,-8.61%,GT,Goodyear Tire & Rubber,44.68%,SJM,JM Smucker,-23.32%,WLTW,Willis Towers Watson,-6.02%,STT,State Street Corp.,78.41%,ACN,Accenture plc,-44.92%,GHC,Graham Holdings,24.30%,RRC,Range Resources Corp.,121.23%,LNT,Alliant Energy Corp,91.29%,JNJ,Johnson & Johnson,112.04%,HSY,The Hershey Company,72.75%,FOX,Twenty-First Century Fox Class B,150.48%,AAPL,Apple Inc.
474,,,,,,,-95.91%,AKAM,Akamai Technologies Inc,-87.23%,GT,Goodyear Tire & Rubber,-71.69%,KSU,Kansas City Southern,-60.23%,CTXS,Citrix Systems,-45.85%,TWX,Time Warner Inc.,-9.50%,SNPS,Synopsys Inc.,44.04%,TSN,Tyson Foods,-27.06%,WU,Western Union Co,-10.97%,AXP,American Express Co,78.23%,WDC,Western Digital,-46.03%,AES,AES Corp,24.21%,K,Kellogg Co.,121.18%,HRS,Harris Corporation,90.37%,IVZ,Invesco Ltd.,111.74%,SJM,JM Smucker,72.71%,ETN,Eaton Corporation,147.85%,SWK,Stanley Black & Decker
475,,,,,,,,,,-88.43%,WMB,Williams Cos.,-75.11%,XRX,Xerox Corp.,-63.42%,AES,AES Corp,-46.51%,CNP,CenterPoint Energy,-10.08%,AGN,"Allergan, Inc",43.60%,DXC,DXC Technology,-27.83%,UHS,"Universal Health Services, Inc.",-11.31%,LEG,Leggett & Platt,77.76%,HES,Hess Corporation,-46.37%,DHI,D. R. Horton,23.95%,BEN,Franklin Resources,119.06%,SNPS,Synopsys Inc.,89.18%,MRK,Merck & Co.,111.56%,AN,AutoNation Inc,72.56%,NUE,Nucor Corp.,140.96%,IQV,IQVIA
476,,,,,,,,,,-90.82%,GRA,W.R. Grace,-76.38%,AKS,AK Steel Holding Corp.,-63.93%,CSCO,Cisco Systems,-46.71%,PKI,PerkinElmer,-10.41%,ADP,Automatic Data Processing,42.94%,AOS,A.O. Smith,-28.04%,FCX,Freeport-McMoRan Inc.,-11.82%,AMGN,Amgen Inc,76.77%,BLL,Ball Corp,-46.88%,AKS,AK Steel Holding Corp.,23.10%,MAR,Marriott Int'l.,115.43%,PGR,Progressive Corp.,88.41%,TAP,Molson Coors Brewing Company,109.82%,SRE,Sempra Energy,69.67%,HAL,Halliburton Co.,139.13%,RJF,Raymond James Financial Inc.
477,,,,,,,,,,-91.40%,ILMN,Illumina Inc,-77.63%,CMS,CMS Energy,-66.70%,INCY,Incyte,-47.51%,NTAP,NetApp,-10.81%,XL,XL Capital,40.22%,DRI,Darden Restaurants,-28.19%,HST,Host Hotels & Resorts,-12.17%,AJG,Arthur J. Gallagher & Co.,76.05%,AVGO,Broadcom,-47.63%,BK,The Bank of New York Mellon Corp.,22.49%,NEE,NextEra Energy,114.45%,RRD,R.R. Donnelley,87.70%,LM,Legg Mason,106.86%,WEC,Wec Energy Group Inc,69.51%,K,Kellogg Co.,137.56%,DIS,The Walt Disney Company
478,,,,,,,,,,-95.38%,SBAC,SBA Communications,-81.77%,GT,Goodyear Tire & Rubber,-67.09%,SWKS,Skyworks Solutions,-48.61%,CSCO,Cisco Systems,-12.66%,EXPE,Expedia Inc.,38.24%,WLTW,Willis Towers Watson,-29.37%,CBG,CBRE Group,-12.19%,USB,U.S. Bancorp,74.55%,TIF,Tiffany & Co.,-47.63%,PBI,Pitney Bowes Inc,21.55%,VRSN,Verisign Inc.,113.36%,LM,Legg Mason,86.77%,PGR,Progressive Corp.,105.06%,SCHW,Charles Schwab Corporation,68.85%,CMI,Cummins Inc.,136.81%,GT,Goodyear Tire & Rubber
479,,,,,,,,,,-98.07%,PCLN,Priceline.com Inc,-82.00%,ILMN,Illumina Inc,-68.38%,MU,Micron Technology,-52.08%,WAT,Waters Corporation,-13.07%,UNM,Unum Group,38.09%,GIS,General Mills,-30.14%,CCL,Carnival Corp.,-12.73%,NI,NiSource Inc.,74.23%,JNPR,Juniper Networks,-48.09%,RRD,R.R. Donnelley,21.51%,UPS,United Parcel Service,112.77%,O,Realty Income Corporation,85.87%,HCP,HCP Inc.,105.03%,INTU,Intuit,68.69%,YUM,Yum! Brands Inc,133.59%,SBAC,SBA Communications
480,,,,,,,,,,-98.64%,EQIX,Equinix,-83.62%,GRA,W.R. Grace,-68.83%,A,Agilent Technologies Inc,-53.71%,ORCL,Oracle Corp.,-14.44%,CTAS,Cintas Corporation,37.99%,JNJ,Johnson & Johnson,-30.33%,TSN,Tyson Foods,-15.73%,SYY,Sysco Corp.,70.37%,AOS,A.O. Smith,-48.49%,BBY,Best Buy Co. Inc.,21.36%,HCA,HCA Holdings,111.32%,ES,Eversource Energy,85.57%,PDCO,Patterson Companies,100.48%,DHR,Danaher Corp.,67.92%,NSC,Norfolk Southern Corp.,129.36%,MCD,McDonald's Corp.
